datbase_from	type	gene_name	chr	start	end
reactome	SigTrans	OR1F1	16	3254247	3255188
reactome	SigTrans	OR2C1	16	3405889	3406924
reactome	Both	CREBBP	16	3775055	3930727
reactome	SigTrans	ADCY9	16	4012652	4166186
reactome	SigTrans	ALG1	16	5121820	5135395
reactome	SigTrans	PMM2	16	8891674	8943188
reactome	SigTrans	SOCS1	16	11348262	11350036
reactome	DevBio	MYH11	16	15797029	15950868
reactome	SigTrans	EEF2K	16	22217603	22297954
reactome	SigTrans	PRKCB	16	23847322	24231932
reactome	SigTrans	TNRC6A	16	24741016	24837542
reactome	SigTrans	ARHGAP17	16	24930706	25026652
reactome	SigTrans	SH2B1	16	28858010	28885526
reactome	SigTrans	ATP2A1	16	28889726	28915785
reactome	SigTrans	CD19	16	28943278	28950663
reactome	Both	MAPK3	16	30125426	30134615
reactome	SigTrans	VPS35	16	46690054	46723104
reactome	DevBio	SIAH1	16	48390275	48482313
reactome	SigTrans	ADCY7	16	50300427	50352046
reactome	DevBio	CHD9	16	53088945	53363062
reactome	SigTrans	GNAO1	16	56225302	56391356
reactome	SigTrans	CCL22	16	57392684	57400102
reactome	SigTrans	CX3CL1	16	57406370	57418960
reactome	SigTrans	CCL17	16	57438679	57449974
reactome	SigTrans	CNGB1	16	57917706	58005016
reactome	DevBio	CSNK2A2	16	58191811	58231824
reactome	SigTrans	E2F4	16	67226072	67232821
reactome	SigTrans	ATP6V0D1	16	67471922	67515140
reactome	SigTrans	PARD6A	16	67694851	67696681
reactome	SigTrans	PSMB10	16	67968405	67970990
reactome	SigTrans	PHLPP2	16	71678827	71758604
reactome	SigTrans	PSMD7	16	74330673	74340186
reactome	SigTrans	BCAR1	16	75262928	75285507
reactome	SigTrans	WWOX	16	78133310	79246564
reactome	SigTrans	BCMO1	16	81272053	81324747
reactome	SigTrans	MVD	16	88718343	88729518
reactome	DevBio	CDH15	16	89238175	89261900
reactome	SigTrans	MC1R	16	89984287	89987385
reactome	DevBio	TUBB3	16	89989687	90002505
reactome	SigTrans	ABR	17	906758	1083168
reactome	SigTrans	YWHAE	17	1247566	1303672
reactome	SigTrans	CRK	17	1323983	1359517
reactome	DevBio	PITPNA	17	1421012	1466110
reactome	SigTrans	OR1D5	17	2965963	2966901
reactome	SigTrans	OR1D2	17	2995352	2996290
reactome	SigTrans	OR1G1	17	3029878	3030875
reactome	SigTrans	OR1A2	17	3100813	3101742
reactome	SigTrans	OR1A1	17	3118915	3119844
reactome	SigTrans	OR3A2	17	3181193	3182268
reactome	SigTrans	OR3A1	17	3194929	3195876
reactome	SigTrans	OR1E1	17	3300398	3301704
reactome	SigTrans	OR3A3	17	3323862	3324827
reactome	SigTrans	OR1E2	17	3336164	3337135
reactome	SigTrans	ATP2A3	17	3827169	3867713
reactome	SigTrans	ARRB2	17	4613784	4624766
reactome	DevBio	MED11	17	4634729	4636905
reactome	SigTrans	CXCL16	17	4636821	4643114
reactome	SigTrans	PSMB6	17	4699439	4701790
reactome	DevBio	PFN1	17	4848947	4852309
reactome	DevBio	MED31	17	6546635	6554954
reactome	DevBio	DLG4	17	7093209	7120666
reactome	SigTrans	DVL2	17	7128660	7137864
reactome	DevBio	SLC2A4	17	7184986	7191576
reactome	SigTrans	TP53	17	7571720	7590856
reactome	SigTrans	GUCY2D	17	7905912	7923657
reactome	DevBio	MYH10	17	8377523	8534079
reactome	SigTrans	PIK3R6	17	8706055	8770994
reactome	SigTrans	PIK3R5	17	8783413	8815834
reactome	DevBio	NTN1	17	8924859	9147317
reactome	SigTrans	GLP2R	17	9728868	9795419
reactome	SigTrans	RCVRN	17	9799637	9808938
reactome	SigTrans	ARHGAP44	17	12692856	12894959
reactome	SigTrans	ADORA2B	17	15848231	15879060
reactome	Both	NCOR1	17	15932471	16118863
reactome	SigTrans	UBB	17	16284113	16286054
reactome	DevBio	MED9	17	17380300	17396540
reactome	DevBio	SREBF1	17	17715387	17740301
reactome	SigTrans	GRAP	17	18923986	18950950
reactome	SigTrans	MAPK7	17	19281066	19286857
reactome	SigTrans	OMG	17	29621665	29624429
reactome	SigTrans	RHOT1	17	30469473	30552789
reactome	SigTrans	PSMD11	17	30771279	30810336
reactome	DevBio	CDK5R1	17	30813637	30818274
reactome	SigTrans	CCL2	17	32582304	32584222
reactome	SigTrans	CCL7	17	32597240	32599261
reactome	SigTrans	CCL11	17	32612687	32615353
reactome	Both	AP2B1	17	33913918	34053436
reactome	SigTrans	CCL5	17	34198495	34207512
reactome	SigTrans	CCL16	17	34303535	34308532
reactome	SigTrans	CCL23	17	34340096	34344999
reactome	SigTrans	CCL3	17	34415602	34417487
reactome	SigTrans	CCL4	17	34430983	34433014
reactome	SigTrans	CCL3L3	17	34522268	34524157
reactome	SigTrans	CCL3L1	17	34623842	34625719
reactome	SigTrans	AATF	17	35306175	35414171
reactome	DevBio	HNF1B	17	36046435	36105237
reactome	SigTrans	ARHGAP23	17	36584662	36668628
reactome	SigTrans	PSMB3	17	36908989	36920484
reactome	DevBio	CACNB1	17	37329709	37353956
reactome	DevBio	MED1	17	37560538	37607521
reactome	SigTrans	PPP1R1B	17	37782993	37792253
reactome	Both	ERBB2	17	37856333	37884915
reactome	SigTrans	GRB7	17	37894180	37903537
reactome	SigTrans	PSMD3	17	38137050	38154213
reactome	DevBio	MED24	17	38175351	38210660
reactome	SigTrans	CCR7	17	38710021	38721724
reactome	SigTrans	GAST	17	39868578	39872221
reactome	SigTrans	KAT2A	17	40265126	40273376
reactome	SigTrans	HCRT	17	40336078	40337470
reactome	SigTrans	STAT5B	17	40351186	40428424
reactome	SigTrans	STAT5A	17	40439565	40463961
reactome	SigTrans	STAT3	17	40465342	40540586
reactome	SigTrans	ATP6V0A1	17	40610862	40673503
reactome	SigTrans	HSD17B1	17	40701232	40707231
reactome	SigTrans	CCR10	17	40830907	40833861
reactome	DevBio	CNTNAP1	17	40834631	40851832
reactome	SigTrans	RAMP2	17	40913212	40915054
reactome	SigTrans	PSME3	17	40985416	40993595
reactome	SigTrans	DUSP3	17	41843489	41856356
reactome	SigTrans	PPY	17	42018172	42019836
reactome	SigTrans	PYY	17	42030106	42081837
reactome	SigTrans	HDAC5	17	42154114	42201006
reactome	Both	ITGA2B	17	42449551	42466873
reactome	SigTrans	FZD2	17	42634925	42636907
reactome	SigTrans	GFAP	17	42982994	42992920
reactome	SigTrans	NMT1	17	43128978	43186384
reactome	SigTrans	CRHR1	17	43861686	43913192
reactome	SigTrans	WNT3	17	44839872	44896126
reactome	SigTrans	WNT9B	17	44928952	44954333
reactome	Both	ITGB3	17	45331212	45389182
reactome	SigTrans	GIP	17	47035916	47045958
reactome	SigTrans	GNGT2	17	47283591	47286762
reactome	SigTrans	NGFR	17	47572655	47592379
reactome	DevBio	CACNA1G	17	48638429	48704431
reactome	DevBio	SPAG9	17	49039535	49198226
reactome	SigTrans	NOG	17	54671060	54672951
reactome	SigTrans	DGKE	17	54911460	54946036
reactome	SigTrans	OR4D1	17	56232494	56233517
reactome	SigTrans	OR4D2	17	56247017	56247940
reactome	SigTrans	MTMR4	17	56566898	56595266
reactome	SigTrans	RPS6KB1	17	57970525	58027925
reactome	DevBio	MED13	17	60019966	60142643
reactome	SigTrans	STRADA	17	61780192	61819143
reactome	SigTrans	PSMC5	17	61904543	61909379
reactome	SigTrans	CSH2	17	61949372	61951126
reactome	SigTrans	GH2	17	61957578	61959202
reactome	SigTrans	CSH1	17	61972278	61974013
reactome	SigTrans	GH1	17	61994560	61996178
reactome	DevBio	SCN4A	17	62015914	62050278
reactome	SigTrans	SMURF2	17	62541483	62658186
reactome	SigTrans	GNA13	17	63006833	63052957
reactome	SigTrans	RGS9	17	63133587	63223821
reactome	SigTrans	PRKCA	17	64298944	64806861
reactome	SigTrans	PSMD12	17	65334032	65362743
reactome	SigTrans	PRKAR1A	17	66508173	66528903
reactome	DevBio	MAP2K6	17	67410839	67539472
reactome	SigTrans	SSTR2	17	71161151	71167185
reactome	Both	GRB2	17	73314157	73389737
reactome	SigTrans	GALR2	17	74070875	74073622
reactome	SigTrans	TNRC6C	17	76000249	76103545
reactome	SigTrans	SOCS3	17	76352864	76356158
reactome	SigTrans	RPTOR	17	78518677	78797420
reactome	DevBio	ACTG1	17	79476997	79479900
reactome	SigTrans	PDE6G	17	79617489	79624089
reactome	SigTrans	HGS	17	79650962	79669149
reactome	SigTrans	GCGR	17	79762010	79771889
reactome	SigTrans	ARHGDIA	17	79825597	79829282
reactome	SigTrans	NPB	17	79859985	79860781
reactome	SigTrans	RAC3	17	79989500	79992078
reactome	SigTrans	RFNG	17	80005778	80009650
reactome	SigTrans	UTS2R	17	80332153	80333462
reactome	SigTrans	YES1	18	721588	812547
reactome	SigTrans	ADCYAP1	18	904944	909904
reactome	DevBio	MYL12B	18	3261907	3278282
reactome	SigTrans	TGIF1	18	3447607	3458408
reactome	SigTrans	ARHGAP28	18	6729717	6912154
reactome	DevBio	LAMA1	18	6941743	7117813
reactome	SigTrans	RALBP1	18	9475007	9538112
reactome	SigTrans	GNAL	18	11688955	11885684
reactome	DevBio	TUBB6	18	12308058	12326618
reactome	SigTrans	MC5R	18	13825543	13826861
reactome	SigTrans	MC2R	18	13882043	13915539
reactome	Both	ROCK1	18	18529701	18691812
reactome	SigTrans	MIB1	18	19321281	19450918
reactome	SigTrans	HRH4	18	22040593	22059921
reactome	SigTrans	PSMA8	18	23713816	23772788
reactome	DevBio	CDH2	18	25530930	25757410
reactome	SigTrans	TTR	18	29171689	29178974
reactome	SigTrans	B4GALT6	18	29203132	29264686
reactome	SigTrans	PIK3C3	18	39535171	39667794
reactome	SigTrans	RIT2	18	40323192	40695656
reactome	Both	SMAD2	18	45357922	45456930
reactome	SigTrans	SMAD7	18	46446223	46477081
reactome	Both	SMAD4	18	48555984	48611415
reactome	DevBio	DCC	18	49866542	51057784
reactome	DevBio	TCF4	18	52889565	53255860
reactome	SigTrans	ST8SIA3	18	55018044	55036164
reactome	SigTrans	NEDD4L	18	55711599	56063806
reactome	SigTrans	GRP	18	56887400	56898003
reactome	SigTrans	LMAN1	18	56995055	57027194
reactome	SigTrans	MC4R	18	58038564	58040001
reactome	SigTrans	PHLPP1	18	60382683	60647666
reactome	SigTrans	SOCS6	18	67956137	67997436
reactome	SigTrans	GALR1	18	74962505	74980858
reactome	SigTrans	OR4F17	19	107471	111696
reactome	SigTrans	SHC2	19	416583	460996
reactome	SigTrans	FGF22	19	639895	643703
reactome	SigTrans	FSTL3	19	676392	683385
reactome	DevBio	MED16	19	867962	893218
reactome	SigTrans	KISS1R	19	917350	921015
reactome	SigTrans	HMHA1	19	1065922	1086265
reactome	SigTrans	STK11	19	1205740	1228428
reactome	DevBio	TCF3	19	1609293	1652604
reactome	DevBio	ONECUT3	19	1752372	1780987
reactome	SigTrans	GNG7	19	2511217	2702707
reactome	SigTrans	TLE2	19	2997636	3029165
reactome	SigTrans	GNA11	19	3094408	3124002
reactome	SigTrans	GNA15	19	3136191	3163767
reactome	SigTrans	S1PR4	19	3178736	3180329
reactome	SigTrans	TBXA2R	19	3594504	3606838
reactome	DevBio	PIP5K1C	19	3630181	3700477
reactome	SigTrans	MATK	19	3777971	3786411
reactome	SigTrans	MAP2K2	19	4090319	4124126
reactome	DevBio	MAP2K2	19	4090319	4124126
reactome	DevBio	NRTN	19	5823813	5828335
reactome	DevBio	PSPN	19	6375305	6375860
reactome	DevBio	TUBB4A	19	6494330	6502595
reactome	SigTrans	C3	19	6677715	6720693
reactome	SigTrans	TRIP10	19	6739691	6751537
reactome	SigTrans	VAV1	19	6772737	6857118
reactome	SigTrans	EMR1	19	6887577	6940470
reactome	SigTrans	INSR	19	7112266	7293942
reactome	SigTrans	ARHGEF18	19	7459999	7537363
reactome	SigTrans	FCER2	19	7753662	7767032
reactome	SigTrans	CCL25	19	8117651	8127506
reactome	DevBio	ANGPTL4	19	8429035	8439257
reactome	SigTrans	OR2Z1	19	8841316	8842371
reactome	SigTrans	OR1M1	19	9203855	9204889
reactome	SigTrans	OR7G2	19	9212945	9213982
reactome	SigTrans	OR7G1	19	9225504	9226439
reactome	SigTrans	OR7G3	19	9236688	9237626
reactome	SigTrans	OR7D2	19	9296279	9299493
reactome	SigTrans	OR7D4	19	9324526	9325542
reactome	SigTrans	OR7E24	19	9361606	9362820
reactome	Both	COL5A3	19	10070237	10121147
reactome	SigTrans	RDH8	19	10123925	10132954
reactome	SigTrans	P2RY11	19	10222214	10226048
reactome	SigTrans	S1PR2	19	10334520	10341948
reactome	SigTrans	CDC37	19	10501810	10514209
reactome	SigTrans	PDE4A	19	10527449	10578325
reactome	SigTrans	S1PR5	19	10623623	10628126
reactome	Both	DNM2	19	10828769	10942560
reactome	DevBio	CARM1	19	10982189	11033448
reactome	SigTrans	LDLR	19	11200038	11242839
reactome	SigTrans	PRKCSH	19	11546109	11561780
reactome	SigTrans	JUNB	19	12902310	12904124
reactome	SigTrans	CALR	19	13049421	13055303
reactome	SigTrans	RLN3	19	14138960	14141854
reactome	SigTrans	PRKACA	19	14202500	14228556
reactome	SigTrans	CD97	19	14491968	14519087
reactome	SigTrans	PTGER1	19	14583278	14586174
reactome	SigTrans	EMR3	19	14730051	14785683
reactome	SigTrans	EMR2	19	14843205	14889349
reactome	SigTrans	OR7C1	19	14909958	14911023
reactome	SigTrans	OR7A5	19	14938083	14939111
reactome	SigTrans	OR7A10	19	14951760	14952689
reactome	SigTrans	OR7A17	19	14991138	14992264
reactome	SigTrans	OR7C2	19	15052301	15053260
reactome	SigTrans	OR1I1	19	15197791	15199032
reactome	SigTrans	SYDE1	19	15218214	15225799
reactome	SigTrans	NOTCH3	19	15270444	15311792
reactome	SigTrans	OR10H2	19	15838834	15839862
reactome	SigTrans	OR10H3	19	15852203	15853153
reactome	SigTrans	OR10H5	19	15904761	15905892
reactome	SigTrans	OR10H1	19	15917817	15918936
reactome	SigTrans	OR10H4	19	16059818	16060768
reactome	SigTrans	EPS15L1	19	16466050	16582772
reactome	DevBio	MED26	19	16685730	16739017
reactome	SigTrans	F2RL3	19	16999671	17003417
reactome	SigTrans	MYO9B	19	17186591	17324104
reactome	SigTrans	INSL3	19	17927321	17932332
reactome	SigTrans	PIK3R2	19	18263626	18281350
reactome	SigTrans	PDE4C	19	18318771	18366229
reactome	SigTrans	UBA52	19	18682540	18686012
reactome	DevBio	GDF1	19	18979361	19006905
reactome	DevBio	MEF2BNB-MEF2B	19	19256376	19302940
reactome	DevBio	MEF2B	19	19256378	19281054
reactome	DevBio	NCAN	19	19322838	19363042
reactome	SigTrans	LPAR2	19	19734477	19739017
reactome	SigTrans	GMIP	19	19740285	19754476
reactome	SigTrans	RGS9BP	19	33166313	33169206
reactome	DevBio	CEBPA	19	33790840	33793470
reactome	DevBio	SCN1B	19	35521588	35531352
reactome	SigTrans	MAG	19	35783028	35804707
reactome	SigTrans	FFAR1	19	35842445	35843367
reactome	SigTrans	FFAR3	19	35849362	35851387
reactome	SigTrans	FFAR2	19	35939203	35942667
reactome	SigTrans	PSENEN	19	36236015	36237911
reactome	SigTrans	ARHGAP33	19	36266417	36279724
reactome	DevBio	TYROBP	19	36395305	36399177
reactome	SigTrans	PSMD8	19	38865176	38874464
reactome	DevBio	PAK4	19	39616422	39669457
reactome	DevBio	MED29	19	39881951	39891277
reactome	SigTrans	PLEKHG2	19	39903225	39916154
reactome	SigTrans	PSMC4	19	40476912	40487348
reactome	Both	AKT2	19	40736224	40791302
reactome	DevBio	SPTBN4	19	40972148	41082370
reactome	Both	TGFB1	19	41836228	41859816
reactome	SigTrans	ARHGEF1	19	42387228	42411595
reactome	SigTrans	GSK3A	19	42734338	42746745
reactome	SigTrans	APOE	19	45409011	45412650
reactome	SigTrans	APOC2	19	45450460	45452822
reactome	DevBio	VASP	19	46010674	46030241
reactome	SigTrans	GPR4	19	46093022	46105466
reactome	SigTrans	GIPR	19	46171502	46186982
reactome	DevBio	FOXA3	19	46367518	46377055
reactome	SigTrans	CALM3	19	47104493	47114050
reactome	SigTrans	PTGIR	19	47123725	47128375
reactome	SigTrans	GNG8	19	47137333	47137942
reactome	SigTrans	AP2S1	19	47341424	47354249
reactome	DevBio	AP2S1	19	47341424	47354249
reactome	Both	ARHGAP35	19	47421933	47508334
reactome	SigTrans	C5AR1	19	47813131	47825323
reactome	SigTrans	C5AR2	19	47835404	47846606
reactome	SigTrans	PPP1R15A	19	49375649	49379314
reactome	SigTrans	LHB	19	49519237	49520338
reactome	SigTrans	PTH2	19	49925671	49926698
reactome	DevBio	RRAS	19	50138549	50143458
reactome	Both	AP2A1	19	50270225	50310369
reactome	DevBio	MED25	19	50321546	50340236
reactome	SigTrans	AKT1S1	19	50372295	50378542
reactome	DevBio	MYH14	19	50691443	50813047
reactome	SigTrans	FPR1	19	52248425	52255146
reactome	SigTrans	FPR2	19	52264104	52273779
reactome	SigTrans	FPR3	19	52298416	52329442
reactome	SigTrans	PPP2R1A	19	52693292	52730687
reactome	SigTrans	PRKCG	19	54385467	54410906
reactome	SigTrans	EPN1	19	56186592	56207132
reactome	SigTrans	UBE2M	19	59067079	59070327
reactome	SigTrans	TRIB3	20	361261	378203
reactome	DevBio	CSNK2A1	20	461741	524465
reactome	SigTrans	PSMF1	20	1099241	1149022
reactome	SigTrans	FKBP1A	20	1349622	1373806
reactome	SigTrans	PDYN	20	1959405	1974703
reactome	DevBio	PTPRA	20	2844830	3019320
reactome	SigTrans	GNRH2	20	3024268	3026393
reactome	SigTrans	OXT	20	3052266	3053163
reactome	SigTrans	AVP	20	3063202	3065370
reactome	DevBio	GFRA4	20	3639939	3644046
reactome	SigTrans	ADRA1D	20	4201329	4229721
reactome	DevBio	PRNP	20	4666882	4682236
reactome	SigTrans	PROKR2	20	5282686	5295015
reactome	SigTrans	BMP2	20	6748311	6760927
reactome	SigTrans	PLCB1	20	8112824	8865547
reactome	SigTrans	PLCB4	20	9288447	9461889
reactome	DevBio	PAK7	20	9518036	9819479
reactome	SigTrans	JAG1	20	10618332	10654694
reactome	DevBio	INSM1	20	20348765	20351590
reactome	DevBio	NKX2-2	20	21491648	21494664
reactome	DevBio	FOXA2	20	22561643	22565101
reactome	SigTrans	SSTR4	20	23016057	23017314
reactome	SigTrans	POFUT1	20	30795683	30826470
reactome	SigTrans	E2F1	20	32263489	32274210
reactome	SigTrans	ITCH	20	32951041	33099198
reactome	DevBio	NCOA6	20	33302578	33409442
reactome	SigTrans	EDEM2	20	33703167	33735167
reactome	DevBio	MYL9	20	35169887	35178228
reactome	SigTrans	TGIF2	20	35201891	35222353
reactome	SigTrans	TGIF2-C20orf24	20	35202956	35240787
reactome	SigTrans	RBL1	20	35624752	35724398
reactome	SigTrans	RPN2	20	35807449	35870022
reactome	SigTrans	GHRH	20	35879489	35890238
reactome	Both	SRC	20	35974557	36034453
reactome	SigTrans	ARHGAP40	20	37230577	37279295
reactome	Both	PLCG1	20	39765600	39804361
reactome	DevBio	HNF4A	20	42984340	43058311
reactome	Both	YWHAB	20	43514317	43537173
reactome	SigTrans	STK4	20	43595115	43708600
reactome	SigTrans	SDC4	20	43953928	43977064
reactome	SigTrans	MMP9	20	44637547	44645200
reactome	DevBio	NCOA3	20	46130646	46285621
reactome	SigTrans	B4GALT5	20	48249482	48330415
reactome	DevBio	CEBPB	20	48807376	48809212
reactome	SigTrans	PTPN1	20	49126891	49201299
reactome	SigTrans	DPM1	20	49551404	49575087
reactome	SigTrans	MC3R	20	54823788	54824871
reactome	DevBio	PCK1	20	56136136	56141513
reactome	SigTrans	PMEPA1	20	56223448	56284958
reactome	SigTrans	GNAS	20	57466357	57486247
reactome	DevBio	TUBB1	20	57594309	57601709
reactome	SigTrans	EDN3	20	57875482	57901047
reactome	DevBio	CDH4	20	59827482	60515673
reactome	SigTrans	PSMA7	20	60711791	60718486
reactome	SigTrans	HRH3	20	60790026	60795311
reactome	SigTrans	NTSR1	20	61340189	61394123
reactome	Both	COL9A3	20	61448414	61472511
reactome	DevBio	KCNQ2	20	62037542	62103991
reactome	DevBio	HELZ2	20	62189439	62199427
reactome	SigTrans	RGS19	20	62704537	62711323
reactome	SigTrans	OPRL1	20	62711526	62731996
reactome	SigTrans	NPBWR2	20	62737173	62738524
reactome	SigTrans	APP	21	27252861	27542972
reactome	SigTrans	TIAM1	21	32490734	32931290
reactome	SigTrans	ITSN1	21	35014764	35272165
reactome	Both	COL6A1	21	47401651	47424964
reactome	Both	COL6A2	21	47518011	47552763
reactome	SigTrans	S100B	21	48018875	48025121
reactome	SigTrans	OR11H1	22	16448824	16449805
reactome	SigTrans	ATP6V1E1	22	18074902	18111584
reactome	SigTrans	RTN4R	22	20228938	20256054
reactome	DevBio	MED15	22	20861889	20941919
reactome	SigTrans	CRKL	22	21271714	21308037
reactome	Both	MAPK1	22	22108789	22221919
reactome	SigTrans	GNAZ	22	23412540	23467224
reactome	SigTrans	BCR	22	23522397	23660224
reactome	SigTrans	ADORA2A	22	24823530	24838328
reactome	DevBio	LIMK2	22	31608281	31676066
reactome	DevBio	MYH9	22	36677327	36784063
reactome	SigTrans	SSTR3	22	37600278	37608362
reactome	Both	RAC2	22	37621301	37640310
reactome	SigTrans	MFNG	22	37865103	37882439
reactome	SigTrans	GALR3	22	38219389	38221502
reactome	SigTrans	DNAL4	22	39174513	39190178
reactome	SigTrans	PDGFB	22	39619364	39640756
reactome	SigTrans	MGAT3	22	39853349	39888199
reactome	DevBio	CACNA1I	22	39966758	40080533
reactome	SigTrans	GRAP2	22	40297086	40369725
reactome	SigTrans	TNRC6B	22	40441478	40719364
reactome	SigTrans	MCHR1	22	41074754	41078818
reactome	SigTrans	RBX1	22	41347363	41369313
reactome	Both	EP300	22	41487790	41576081
reactome	SigTrans	PMM1	22	41972898	41985894
reactome	DevBio	SREBF2	22	42229109	42303312
reactome	SigTrans	ARHGAP8	22	45148438	45258664
reactome	SigTrans	WNT7B	22	46316242	46373009
reactome	DevBio	PPARA	22	46547787	46639652
reactome	SigTrans	ALG12	22	50296867	50312106
reactome	SigTrans	HDAC10	22	50683612	50689814
reactome	Both	MAPK12	22	50691332	50700254
reactome	Both	MAPK11	22	50702142	50708822
reactome	SigTrans	ADM2	22	50919985	50924869
reactome	Both	TBL1X	X	9431369	9686902
reactome	SigTrans	ARHGAP6	X	11155663	11445893
reactome	SigTrans	FIGF	X	15363713	15402498
reactome	SigTrans	GRPR	X	16141679	16171144
reactome	SigTrans	PPEF1	X	18709032	18846039
reactome	SigTrans	SH3KBP1	X	19552093	19905719
reactome	SigTrans	RPS6KA3	X	20168029	20284958
reactome	DevBio	RPS6KA3	X	20168029	20284958
reactome	DevBio	MED14	X	40507558	40594783
reactome	SigTrans	USP9X	X	40944888	41091850
reactome	SigTrans	ELK1	X	47494920	47509887
reactome	SigTrans	PORCN	X	48367350	48379194
reactome	SigTrans	HDAC6	X	48660402	48683386
reactome	SigTrans	MAGED1	X	51546103	51645450
reactome	SigTrans	FGD1	X	54471887	54522599
reactome	SigTrans	ARHGEF9	X	62854847	62974993
reactome	SigTrans	AMER1	X	63404997	63425624
reactome	DevBio	MSN	X	64887537	64961791
reactome	SigTrans	OPHN1	X	67262186	67653647
reactome	SigTrans	STARD8	X	67867610	67945678
reactome	SigTrans	P2RY4	X	69478016	69479654
reactome	DevBio	KIF4A	X	69509940	69640682
reactome	DevBio	DLG3	X	69664819	69725337
reactome	SigTrans	FOXO4	X	70316047	70323385
reactome	DevBio	MED12	X	70338545	70362300
reactome	SigTrans	CXCR3	X	70835766	70838360
reactome	SigTrans	HDAC8	X	71549366	71792953
reactome	SigTrans	CYSLTR1	X	77526961	77582980
reactome	SigTrans	LPAR4	X	78010301	78012591
reactome	SigTrans	P2RY10	X	78200918	78217451
reactome	DevBio	RPS6KA6	X	83318984	83442915
reactome	SigTrans	NGFRAP1	X	102631268	102633005
reactome	SigTrans	PSMD10	X	107327437	107334848
reactome	Both	COL4A5	X	107683112	107940771
reactome	SigTrans	IRS4	X	107975712	107979651
reactome	SigTrans	GUCY2F	X	108616135	108725301
reactome	SigTrans	CHRDL1	X	109917084	110038993
reactome	DevBio	PAK3	X	110339588	110464159
reactome	DevBio	DCX	X	110537008	110654374
reactome	SigTrans	ALG13	X	110924346	110932028
reactome	DevBio	TRPC5	X	111017543	111326004
reactome	SigTrans	AMOT	X	112017731	112084043
reactome	SigTrans	HTR2C	X	113818551	114143070
reactome	SigTrans	AGTR2	X	115301975	115306225
reactome	SigTrans	OCRL	X	128674252	128726538
reactome	SigTrans	APLN	X	128779240	128788933
reactome	SigTrans	ARHGAP36	X	130192216	130223853
reactome	SigTrans	OR13H1	X	130677950	130679030
reactome	SigTrans	GPC4	X	132434131	132549518
reactome	SigTrans	GPC3	X	132669773	133119922
reactome	SigTrans	BRS3	X	135570046	135575939
reactome	SigTrans	ARHGEF6	X	135747706	135849502
reactome	SigTrans	MCF2	X	138663929	138774315
reactome	SigTrans	MAMLD1	X	149531551	149682448
reactome	DevBio	PLXNB3	X	153029711	153044796
reactome	DevBio	L1CAM	X	153126969	153151600
reactome	SigTrans	AVPR2	X	153170189	153172620
reactome	SigTrans	ARHGAP4	X	153172830	153191714
reactome	SigTrans	IRAK1	X	153275951	153285431
reactome	SigTrans	OPN1LW	X	153409698	153424507
reactome	SigTrans	OPN1MW	X	153448107	153461633
reactome	SigTrans	OPN1MW2	X	153485225	153498755
reactome	SigTrans	GDI1	X	153665266	153671814
reactome	DevBio	PLXNA3	X	153686621	153701989
					
					
