database_from	name	id	chr	start	end
CCDS	PSG5	CCDS12617.1	19	43674246	43690557
CCDS	PSG4	CCDS62695.1	19	43697523	43709688
CCDS	PSG4	CCDS46093.1	19	43697523	43709688
CCDS	PSG4	CCDS33039.1	19	43697523	43709688
CCDS	PSG9	CCDS12618.1	19	43757760	43773583
CCDS	CD177	CCDS62700.1	19	43857866	43866472
CCDS	TEX101	CCDS12619.1	19	43910656	43922549
CCDS	TEX101	CCDS59393.1	19	43920071	43922549
CCDS	LYPD3	CCDS12620.1	19	43965502	43969723
CCDS	PHLDB3	CCDS12621.2	19	43979561	44008270
CCDS	ETHE1	CCDS12622.1	19	44011001	44031329
CCDS	ZNF575	CCDS12623.1	19	44038574	44039839
CCDS	XRCC1	CCDS12624.1	19	44047543	44079610
CCDS	PINLYP	CCDS58667.1	19	44085440	44086153
CCDS	IRGQ	CCDS33040.1	19	44096177	44099490
CCDS	ZNF576	CCDS12625.1	19	44101260	44103410
CCDS	ZNF428	CCDS12626.1	19	44111768	44118456
CCDS	SRRM5	CCDS46095.1	19	44116273	44118421
CCDS	CADM4	CCDS12627.1	19	44127481	44143942
CCDS	IRGC	CCDS12629.1	19	44222710	44224102
CCDS	SMG9	CCDS33043.2	19	44235747	44254893
CCDS	KCNN4	CCDS12630.1	19	44271694	44285013
CCDS	ZNF283	CCDS46097.1	19	44337656	44352793
CCDS	ZNF404	CCDS59394.1	19	44376706	44388116
CCDS	ZNF45	CCDS12632.1	19	44417538	44426337
CCDS	ZNF221	CCDS12633.1	19	44466878	44471508
CCDS	ZNF155	CCDS12634.1	19	44492695	44501626
CCDS	ZNF155	CCDS58668.1	19	44494216	44501626
CCDS	ZNF230	CCDS33044.1	19	44511230	44515616
CCDS	ZNF222	CCDS46098.1	19	44529588	44537183
CCDS	ZNF222	CCDS33045.1	19	44530223	44537183
CCDS	ZNF284	CCDS46099.1	19	44580542	44591413
CCDS	ZNF224	CCDS33046.1	19	44602026	44612437
CCDS	ZNF225	CCDS46100.1	19	44619980	44636888
CCDS	ZNF234	CCDS46101.1	19	44648785	44662272
CCDS	ZNF226	CCDS46103.1	19	44674233	44679186
CCDS	ZNF226	CCDS46102.1	19	44674233	44681827
CCDS	ZNF227	CCDS12636.1	19	44721945	44740983
CCDS	ZNF233	CCDS33047.1	19	44768513	44778826
CCDS	ZNF235	CCDS33048.1	19	44791370	44807557
CCDS	ZNF112	CCDS54276.1	19	44831585	44847420
CCDS	ZNF112	CCDS12637.1	19	44831585	44844691
CCDS	ZNF285	CCDS12638.1	19	44890633	44901378
CCDS	ZNF229	CCDS62706.1	19	44932477	44947031
CCDS	ZNF229	CCDS42574.1	19	44932477	44947031
CCDS	ZNF180	CCDS62708.1	19	44980618	45004292
CCDS	ZNF180	CCDS62707.1	19	44980618	45001386
CCDS	ZNF180	CCDS12639.1	19	44980618	45004292
CCDS	IGSF23	CCDS54277.1	19	45116955	45138734
CCDS	PVR	CCDS46107.1	19	45147396	45162197
CCDS	PVR	CCDS46106.1	19	45147396	45165078
CCDS	PVR	CCDS46105.1	19	45147396	45165078
CCDS	PVR	CCDS12640.1	19	45147396	45165078
CCDS	CEACAM19	CCDS46108.1	19	45175203	45186762
CCDS	CEACAM19	CCDS12641.1	19	45175203	45186762
CCDS	CEACAM16	CCDS54278.1	19	45204726	45213778
CCDS	BCL3	CCDS12642.2	19	45252047	45262872
CCDS	CBLC	CCDS46109.1	19	45281188	45303700
CCDS	CBLC	CCDS12643.1	19	45281188	45303700
CCDS	BCAM	CCDS42575.1	19	45312381	45322987
CCDS	BCAM	CCDS12644.1	19	45312381	45324178
CCDS	TOMM40	CCDS12646.1	19	45394672	45406426
CCDS	APOE	CCDS12647.1	19	45409881	45412507
CCDS	APOC1	CCDS12648.1	19	45418148	45422487
CCDS	APOC4	CCDS12649.1	19	45445534	45448562
CCDS	APOC4-APOC2	CCDS12650.1	19	45451735	45452506
CCDS	RELB	CCDS46110.1	19	45504837	45541048
CCDS	CLASRP	CCDS62710.1	19	45543470	45574103
CCDS	CLASRP	CCDS12652.2	19	45543470	45574103
CCDS	ZNF296	CCDS12653.1	19	45574858	45579631
CCDS	GEMIN7	CCDS12654.1	19	45593372	45593768
CCDS	TRAPPC6A	CCDS59397.1	19	45666449	45681476
CCDS	TRAPPC6A	CCDS12655.1	19	45666449	45681476
CCDS	TRAPPC6A	CCDS59396.1	19	45667211	45681476
CCDS	TRAPPC6A	CCDS59395.1	19	45667211	45681476
CCDS	BLOC1S3	CCDS12656.1	19	45682554	45683163
CCDS	EXOC3L2	CCDS12657.1	19	45716326	45735110
CCDS	MARK4	CCDS56097.1	19	45754846	45805968
CCDS	MARK4	CCDS12658.1	19	45754846	45805696
CCDS	CKM	CCDS12659.1	19	45810007	45822971
CCDS	KLC3	CCDS12660.2	19	45848799	45854615
CCDS	ERCC2	CCDS33049.1	19	45854886	45873798
CCDS	ERCC2	CCDS46112.1	19	45862117	45873423
CCDS	PPP1R13L	CCDS33050.1	19	45883447	45901576
CCDS	CD3EAP	CCDS12661.1	19	45909954	45912759
CCDS	ERCC1	CCDS54279.1	19	45912932	45926632
CCDS	ERCC1	CCDS12662.1	19	45912932	45926632
CCDS	ERCC1	CCDS12663.1	19	45916805	45926632
CCDS	FOSB	CCDS46113.1	19	45971844	45976270
CCDS	FOSB	CCDS12664.1	19	45971844	45976270
CCDS	RTN2	CCDS46114.1	19	45988965	45996430
CCDS	RTN2	CCDS12666.1	19	45988965	46000083
CCDS	RTN2	CCDS12665.1	19	45988965	46000083
CCDS	PPM1N	CCDS46115.1	19	46001730	46005343
CCDS	VASP	CCDS33051.1	19	46011029	46029435
CCDS	OPA3	CCDS33052.1	19	46032313	46088022
CCDS	OPA3	CCDS12668.1	19	46056771	46088022
CCDS	GPR4	CCDS12669.1	19	46094035	46095124
CCDS	AC006132.1	CCDS59398.1	19	46145307	46145774
CCDS	GIPR	CCDS12671.1	19	46172778	46185193
CCDS	SNRPD2	CCDS54281.1	19	46190810	46191796
CCDS	SNRPD2	CCDS33053.1	19	46190810	46195146
CCDS	QPCTL	CCDS54282.1	19	46195961	46206307
CCDS	QPCTL	CCDS12672.1	19	46195961	46206307
CCDS	FBXO46	CCDS46116.1	19	46214941	46216753
CCDS	SIX5	CCDS12673.1	19	46268758	46272102
CCDS	DMPK	CCDS46117.1	19	46273738	46285610
CCDS	DMPK	CCDS46119.1	19	46273745	46283317
CCDS	DMPK	CCDS46118.1	19	46273745	46285610
CCDS	DMPK	CCDS12674.1	19	46273745	46285610
CCDS	DMWD	CCDS33054.1	19	46287500	46296014
CCDS	RSPH6A	CCDS12675.1	19	46299126	46318434
CCDS	SYMPK	CCDS12676.2	19	46318817	46357753
CCDS	FOXA3	CCDS12677.1	19	46367714	46376316
CCDS	IRF2BP1	CCDS12678.1	19	46387277	46389032
CCDS	NANOS2	CCDS33056.1	19	46417534	46417951
CCDS	NOVA2	CCDS12679.1	19	46443120	46476609
CCDS	CCDC61	CCDS46120.2	19	46506276	46521645
CCDS	PGLYRP1	CCDS12680.1	19	46522495	46526279
CCDS	IGFL4	CCDS33057.1	19	46543149	46544220
CCDS	IGFL3	CCDS33058.1	19	46623586	46627906
CCDS	IGFL1	CCDS46123.1	19	46733031	46734087
CCDS	HIF3A	CCDS12681.2	19	46800333	46842879
CCDS	HIF3A	CCDS12682.1	19	46806924	46842879
CCDS	HIF3A	CCDS42580.2	19	46807189	46842879
CCDS	PPP5C	CCDS12684.1	19	46850353	46893603
CCDS	CCDC8	CCDS12685.1	19	46914450	46916067
CCDS	PNMAL1	CCDS46124.1	19	46971795	46974292
CCDS	PNMAL1	CCDS33059.1	19	46971817	46974292
CCDS	PNMAL2	CCDS59400.1	19	46996814	46998722
CCDS	CALM3	CCDS33061.1	19	47104691	47112410
CCDS	PTGIR	CCDS12686.1	19	47124536	47127482
CCDS	GNG8	CCDS12687.1	19	47137332	47137939
CCDS	DACT3	CCDS12688.2	19	47151738	47164321
CCDS	STRN4	CCDS42581.1	19	47223858	47249687
CCDS	STRN4	CCDS12690.1	19	47223858	47249687
CCDS	FKRP	CCDS12691.1	19	47258707	47260195
CCDS	SLC1A5	CCDS46126.1	19	47278766	47285779
CCDS	SLC1A5	CCDS46125.1	19	47278766	47287854
CCDS	SLC1A5	CCDS12692.1	19	47278766	47291222
CCDS	AP2S1	CCDS33062.1	19	47341703	47354023
CCDS	AP2S1	CCDS12693.1	19	47341703	47354023
CCDS	NPAS1	CCDS12694.1	19	47524304	47548909
CCDS	TMEM160	CCDS12695.1	19	47549244	47551872
CCDS	SAE1	CCDS54284.1	19	47634187	47706995
CCDS	BBC3	CCDS46129.1	19	47724957	47735859
CCDS	BBC3	CCDS46128.1	19	47724957	47735859
CCDS	BBC3	CCDS46130.1	19	47725058	47735859
CCDS	BBC3	CCDS12697.1	19	47725058	47731688
CCDS	CCDC9	CCDS12698.1	19	47761657	47774935
CCDS	PRR24	CCDS46131.1	19	47778176	47778605
CCDS	C5AR1	CCDS33063.1	19	47813152	47824087
CCDS	C5AR2	CCDS12699.1	19	47844056	47845070
CCDS	DHX34	CCDS12700.1	19	47856287	47885370
CCDS	MEIS3	CCDS46132.1	19	47909733	47922338
CCDS	MEIS3	CCDS33064.1	19	47909733	47922338
CCDS	SLC8A2	CCDS33065.1	19	47933345	47969660
CCDS	KPTN	CCDS42583.1	19	47978672	47987417
CCDS	NAPA	CCDS12702.1	19	47991544	48018197
CCDS	ZNF541	CCDS46133.2	19	48024480	48059113
CCDS	GLTSCR1	CCDS46134.1	19	48176831	48205672
CCDS	GLTSCR2	CCDS12705.1	19	48248816	48260262
CCDS	SEPW1	CCDS59402.1	19	48282042	48284627
CCDS	TPRX1	CCDS33066.1	19	48305031	48306790
CCDS	CRX	CCDS12706.1	19	48337700	48343224
CCDS	SULT2A1	CCDS12707.1	19	48374711	48389514
CCDS	BSPH1	CCDS46135.1	19	48479968	48495338
CCDS	ELSPBP1	CCDS12708.1	19	48511924	48525584
CCDS	CABP5	CCDS12709.1	19	48533813	48547179
CCDS	PLA2G4C	CCDS59403.1	19	48551599	48613772
CCDS	PLA2G4C	CCDS12710.1	19	48551599	48609786
CCDS	PLA2G4C	CCDS54286.1	19	48556249	48609786
CCDS	CARD8	CCDS54289.1	19	48714966	48744277
CCDS	CARD8	CCDS12712.2	19	48714966	48744277
CCDS	CARD8	CCDS54288.1	19	48718623	48744277
CCDS	CARD8	CCDS54287.1	19	48741635	48744277
CCDS	ZNF114	CCDS12713.1	19	48783056	48790135
CCDS	CCDC114	CCDS12714.2	19	48800232	48822028
CCDS	EMP3	CCDS12715.1	19	48830101	48833727
CCDS	TMEM143	CCDS12716.1	19	48836475	48867177
CCDS	SYNGR4	CCDS12717.1	19	48869099	48879575
CCDS	GRIN2D	CCDS12719.1	19	48901649	48947194
CCDS	GRWD1	CCDS12720.1	19	48949262	48956282
CCDS	KCNJ14	CCDS12721.1	19	48964981	48968034
CCDS	CYTH2	CCDS12722.1	19	48972764	48982467
CCDS	LMTK3	CCDS46136.1	19	48989029	49016446
CCDS	SULT2B1	CCDS12723.1	19	49055509	49102663
CCDS	SULT2B1	CCDS12724.1	19	49079171	49102663
CCDS	FAM83E	CCDS42587.1	19	49104365	49116629
CCDS	SPACA4	CCDS12725.1	19	49110235	49110610
CCDS	RPL18	CCDS58669.1	19	49118628	49122400
CCDS	RPL18	CCDS12726.1	19	49118628	49122400
CCDS	SPHK2	CCDS59404.1	19	49123771	49133030
CCDS	SPHK2	CCDS12727.1	19	49123771	49133030
CCDS	SPHK2	CCDS59405.1	19	49129216	49133030
CCDS	DBP	CCDS12728.1	19	49134093	49140251
CCDS	CA11	CCDS12729.1	19	49141375	49148889
CCDS	NTN5	CCDS33068.1	19	49164933	49174243
CCDS	FUT2	CCDS33069.1	19	49206213	49207245
CCDS	MAMSTR	CCDS46137.1	19	49216523	49222288
CCDS	MAMSTR	CCDS12730.1	19	49216523	49218634
CCDS	RASIP1	CCDS12731.1	19	49224054	49243539
CCDS	IZUMO1	CCDS12732.1	19	49244164	49249116
CCDS	FUT1	CCDS12733.1	19	49253440	49254538
CCDS	FGF21	CCDS12734.1	19	49259493	49261477
CCDS	BCAT2	CCDS54290.1	19	49298682	49314264
CCDS	BCAT2	CCDS12735.1	19	49298682	49314264
CCDS	HSD17B14	CCDS12736.1	19	49316431	49339668
CCDS	PLEKHA4	CCDS12737.1	19	49340545	49370877
CCDS	PLEKHA4	CCDS54291.1	19	49341302	49370877
CCDS	PPP1R15A	CCDS12738.1	19	49376490	49379230
CCDS	TULP2	CCDS12739.1	19	49384267	49401125
CCDS	DHDH	CCDS12741.1	19	49436978	49448190
CCDS	BAX	CCDS12745.2	19	49458185	49464893
CCDS	BAX	CCDS12744.1	19	49458185	49464354
CCDS	BAX	CCDS12743.1	19	49458185	49464893
CCDS	BAX	CCDS12742.1	19	49458185	49464893
CCDS	FTL	CCDS33070.1	19	49468764	49469992
CCDS	GYS1	CCDS54292.1	19	49472544	49496369
CCDS	GYS1	CCDS12747.1	19	49472544	49496369
CCDS	RUVBL2	CCDS42588.1	19	49497168	49519099
CCDS	LHB	CCDS12748.1	19	49519324	49520338
CCDS	CGB	CCDS12749.1	19	49526142	49527228
CCDS	CGB2	CCDS12750.2	19	49535352	49536478
CCDS	CGB1	CCDS12751.2	19	49538866	49539968
CCDS	CGB5	CCDS12752.1	19	49547466	49548551
CCDS	CGB8	CCDS12753.1	19	49550911	49551996
CCDS	CGB7	CCDS33071.1	19	49557547	49558632
CCDS	NTF4	CCDS12754.1	19	49564621	49565254
CCDS	KCNA7	CCDS12755.1	19	49573319	49575842
CCDS	SNRNP70	CCDS12756.1	19	49589671	49611700
CCDS	LIN7B	CCDS12757.1	19	49617661	49621630
CCDS	C19orf73	CCDS42589.1	19	49621889	49622279
CCDS	PPFIA3	CCDS12758.1	19	49631130	49653395
CCDS	HRC	CCDS12759.1	19	49654552	49658494
CCDS	CD37	CCDS12760.1	19	49838797	49843585
CCDS	CD37	CCDS46139.1	19	49840227	49843585
CCDS	TEAD2	CCDS59406.1	19	49844580	49863332
CCDS	TEAD2	CCDS58671.1	19	49844580	49863332
CCDS	TEAD2	CCDS58670.1	19	49844580	49858643
CCDS	TEAD2	CCDS12761.1	19	49844580	49863332
CCDS	DKKL1	CCDS12762.1	19	49867255	49878285
CCDS	CCDC155	CCDS46140.1	19	49894140	49920767
CCDS	PTH2	CCDS12763.1	19	49925724	49926596
CCDS	CTD-3148I10.1	CCDS58672.1	19	49929687	49932075
CCDS	PIH1D1	CCDS12765.1	19	49949638	49954831
CCDS	ALDH16A1	CCDS46141.1	19	49956588	49973724
CCDS	ALDH16A1	CCDS12766.1	19	49956588	49973724
CCDS	FLT3LG	CCDS12767.1	19	49977896	49983856
CCDS	FLT3LG	CCDS62753.1	19	49979727	49983856
CCDS	RPL13A	CCDS12768.1	19	49990886	49995072
CCDS	RPS11	CCDS12769.1	19	49999713	50002892
CCDS	FCGRT	CCDS12770.1	19	50016657	50029376
CCDS	RCN3	CCDS12771.1	19	50031729	50046470
CCDS	NOSIP	CCDS12772.1	19	50059007	50063948
CCDS	PRRG2	CCDS12773.1	19	50086476	50093646
CCDS	PRR12	CCDS46143.1	19	50094911	50128864
CCDS	RRAS	CCDS12774.1	19	50138832	50143355
CCDS	SCAF1	CCDS33074.1	19	50148283	50161656
CCDS	IRF3	CCDS59409.1	19	50162845	50168095
CCDS	IRF3	CCDS59408.1	19	50162904	50165844
CCDS	IRF3	CCDS59407.1	19	50162904	50165844
CCDS	IRF3	CCDS56099.1	19	50162904	50168095
CCDS	IRF3	CCDS12775.1	19	50162904	50168095
CCDS	BCL2L12	CCDS46144.1	19	50169080	50177005
CCDS	BCL2L12	CCDS12776.1	19	50169080	50177005
CCDS	PRMT1	CCDS46145.1	19	50180537	50191502
CCDS	PRMT1	CCDS42592.1	19	50180537	50191502
CCDS	ADM5	CCDS46146.1	19	50193094	50193750
CCDS	TSKS	CCDS12780.1	19	50243032	50266504
CCDS	AP2A1	CCDS46149.1	19	50270390	50310015
CCDS	AP2A1	CCDS46148.1	19	50270390	50310015
CCDS	FUZ	CCDS54293.1	19	50310407	50316363
CCDS	FUZ	CCDS12781.1	19	50310407	50316363
CCDS	PTOV1	CCDS12782.1	19	50354585	50363536
CCDS	PNKP	CCDS12783.1	19	50364504	50370461
CCDS	AKT1S1	CCDS59410.1	19	50373173	50379912
CCDS	AKT1S1	CCDS12784.1	19	50373173	50376552
CCDS	TBC1D17	CCDS54294.1	19	50380980	50391881
CCDS	TBC1D17	CCDS12785.1	19	50380980	50391881
CCDS	IL4I1	CCDS12787.1	19	50392926	50399417
CCDS	IL4I1	CCDS12786.1	19	50392926	50404974
CCDS	NUP62	CCDS12788.1	19	50411495	50413064
CCDS	ATF5	CCDS12789.1	19	50434107	50436349
CCDS	VRK3	CCDS33076.1	19	50482350	50519419
CCDS	VRK3	CCDS12791.1	19	50482350	50519419
CCDS	ZNF473	CCDS33077.1	19	50534339	50550316
CCDS	IZUMO2	CCDS12792.2	19	50655865	50666451
CCDS	KCNC3	CCDS12793.1	19	50823502	50832339
CCDS	NAPSA	CCDS12794.1	19	50861809	50868878
CCDS	NR1H2	CCDS58673.1	19	50880862	50885859
CCDS	NR1H2	CCDS42593.1	19	50880862	50885859
CCDS	POLD1	CCDS12795.1	19	50902108	50921204
CCDS	SPIB	CCDS59412.1	19	50922219	50931342
CCDS	SPIB	CCDS33080.1	19	50922219	50931593
CCDS	SPIB	CCDS58674.1	19	50925736	50931593
CCDS	MYBPC2	CCDS46152.1	19	50936210	50969462
CCDS	FAM71E1	CCDS33081.1	19	50970881	50979645
CCDS	EMC10	CCDS42594.1	19	50979801	50985204
CCDS	EMC10	CCDS12796.1	19	50979801	50985516
CCDS	JOSD2	CCDS59413.1	19	51009429	51013688
CCDS	JOSD2	CCDS12797.1	19	51009429	51013688
CCDS	ASPDH	CCDS46153.1	19	51014986	51017080
CCDS	ASPDH	CCDS33082.1	19	51014986	51017766
CCDS	LRRC4B	CCDS42595.1	19	51020827	51052095
CCDS	SYT3	CCDS12798.1	19	51125946	51140668
CCDS	C19orf81	CCDS54296.1	19	51152701	51162399
CCDS	SHANK1	CCDS12799.1	19	51165221	51220176
CCDS	CLEC11A	CCDS12800.1	19	51226782	51228724
CCDS	GPR32	CCDS12801.1	19	51273857	51274928
CCDS	ACPT	CCDS12802.1	19	51293671	51298415
CCDS	C19orf48	CCDS12803.1	19	51301351	51301705
CCDS	KLK1	CCDS12804.1	19	51322449	51327004
CCDS	KLK15	CCDS62766.1	19	51329051	51334748
CCDS	KLK15	CCDS12805.1	19	51329051	51334748
CCDS	KLK15	CCDS12806.2	19	51329199	51334748
CCDS	KLK3	CCDS46155.1	19	51358211	51363383
CCDS	KLK3	CCDS33083.1	19	51358211	51362872
CCDS	KLK3	CCDS12807.1	19	51358211	51363383
CCDS	KLK4	CCDS12809.1	19	51410189	51413994
CCDS	KLK5	CCDS12810.1	19	51446886	51455913
CCDS	KLK6	CCDS42599.1	19	51462419	51466681
CCDS	KLK6	CCDS12811.1	19	51462419	51471360
CCDS	KLK7	CCDS59414.1	19	51480791	51485027
CCDS	KLK7	CCDS12812.1	19	51480791	51485655
CCDS	KLK8	CCDS42600.1	19	51499314	51504423
CCDS	KLK8	CCDS12814.1	19	51499314	51504423
CCDS	KLK8	CCDS12813.1	19	51499314	51504423
CCDS	KLK8	CCDS12815.1	19	51499441	51504423
CCDS	KLK10	CCDS12817.1	19	51518055	51522386
CCDS	KLK11	CCDS54297.1	19	51525800	51528887
CCDS	KLK11	CCDS12819.1	19	51525800	51528887
CCDS	KLK11	CCDS12818.1	19	51525800	51530773
CCDS	KLK12	CCDS12820.1	19	51532410	51537877
CCDS	KLK12	CCDS12821.1	19	51532557	51537877
CCDS	KLK12	CCDS54298.1	19	51532708	51537877
CCDS	KLK13	CCDS12822.1	19	51559843	51568324
CCDS	KLK14	CCDS12823.2	19	51581263	51586004
CCDS	CTU1	CCDS12824.1	19	51601857	51607826
CCDS	SIGLEC9	CCDS56100.1	19	51628231	51639455
CCDS	SIGLEC9	CCDS12825.1	19	51628231	51633336
CCDS	SIGLEC7	CCDS62771.1	19	51645626	51656324
CCDS	SIGLEC7	CCDS42601.1	19	51645626	51656502
CCDS	SIGLEC7	CCDS12826.1	19	51645626	51656502
CCDS	CD33	CCDS54299.1	19	51728374	51739086
CCDS	CD33	CCDS46157.1	19	51728374	51742943
CCDS	CD33	CCDS33084.1	19	51728374	51742943
CCDS	SIGLECL1	CCDS12827.1	19	51767326	51771851
CCDS	IGLON5	CCDS46158.1	19	51815101	51832013
CCDS	VSIG10L	CCDS54300.1	19	51835864	51845378
CCDS	ETFB	CCDS33085.1	19	51848464	51857892
CCDS	ETFB	CCDS12828.1	19	51848464	51869580
CCDS	CLDND2	CCDS12829.1	19	51870395	51871831
CCDS	NKG7	CCDS12830.1	19	51875030	51875789
CCDS	LIM2	CCDS59415.1	19	51883454	51890697
CCDS	LIM2	CCDS12831.1	19	51883454	51890697
CCDS	CTD-2616J11.4	CCDS58676.1	19	51892237	51893766
CCDS	SIGLEC10	CCDS54305.1	19	51914352	51920835
CCDS	SIGLEC10	CCDS54304.1	19	51914352	51920835
CCDS	SIGLEC10	CCDS54303.1	19	51914352	51920835
CCDS	SIGLEC10	CCDS54302.1	19	51914352	51920835
CCDS	SIGLEC10	CCDS54301.1	19	51914352	51920835
CCDS	SIGLEC10	CCDS12832.1	19	51914352	51920835
CCDS	SIGLEC8	CCDS33086.1	19	51955632	51961641
CCDS	SIGLEC12	CCDS59416.1	19	51994894	52003627
CCDS	SIGLEC12	CCDS12833.1	19	51994894	52004987
CCDS	SIGLEC6	CCDS54307.1	19	52023335	52034902
CCDS	SIGLEC6	CCDS12835.3	19	52023335	52034902
CCDS	SIGLEC6	CCDS12834.3	19	52023335	52034902
CCDS	SIGLEC6	CCDS59417.1	19	52023459	52034902
CCDS	SIGLEC6	CCDS12836.3	19	52023459	52034902
CCDS	SIGLEC6	CCDS54308.1	19	52023478	52034902
CCDS	ZNF175	CCDS12837.1	19	52076582	52091720
CCDS	SIGLEC5	CCDS33088.1	19	52115483	52133588
CCDS	SIGLEC14	CCDS42604.1	19	52146607	52150012
CCDS	HAS1	CCDS12838.1	19	52216679	52227186
CCDS	FPR1	CCDS12839.1	19	52249194	52250247
CCDS	FPR2	CCDS12840.1	19	52271911	52272967
CCDS	FPR3	CCDS12841.1	19	52327001	52328063
CCDS	ZNF577	CCDS46160.1	19	52375784	52383635
CCDS	ZNF577	CCDS12842.2	19	52375784	52383635
CCDS	ZNF649	CCDS12843.1	19	52393870	52403360
CCDS	ZNF613	CCDS33089.1	19	52439473	52448990
CCDS	ZNF613	CCDS12844.1	19	52443554	52448990
CCDS	ZNF350	CCDS12845.1	19	52468106	52477613
CCDS	ZNF615	CCDS59418.1	19	52496132	52506964
CCDS	ZNF615	CCDS12846.1	19	52496132	52506964
CCDS	ZNF614	CCDS12847.1	19	52519092	52528998
CCDS	ZNF432	CCDS12848.1	19	52536972	52550121
CCDS	ZNF841	CCDS46161.1	19	52568359	52588054
CCDS	ZNF616	CCDS33090.1	19	52618070	52633765
CCDS	ZNF836	CCDS46162.1	19	52658124	52671325
CCDS	PPP2R1A	CCDS12849.1	19	52693349	52729234
CCDS	ZNF766	CCDS46163.1	19	52772866	52794451
CCDS	ZNF610	CCDS54309.1	19	52852425	52870020
CCDS	ZNF610	CCDS12851.1	19	52852425	52870020
CCDS	ZNF880	CCDS46164.1	19	52873218	52888567
CCDS	ZNF528	CCDS33091.1	19	52905266	52919992
CCDS	ZNF534	CCDS46166.1	19	52934727	52942699
CCDS	ZNF534	CCDS46165.1	19	52934727	52942699
CCDS	ZNF578	CCDS54310.1	19	53005098	53015407
CCDS	ZNF808	CCDS46167.1	19	53046537	53058881
CCDS	ZNF83	CCDS12854.1	19	53116266	53117817
CCDS	ZNF611	CCDS54312.1	19	53208189	53210100
CCDS	ZNF600	CCDS12856.1	19	53268839	53271008
CCDS	ZNF28	CCDS33093.2	19	53302940	53321211
CCDS	ZNF320	CCDS33095.1	19	53383848	53393508
CCDS	ZNF321P	CCDS56101.1	19	53432155	53459342
CCDS	ZNF816	CCDS33096.1	19	53453071	53459342
CCDS	ERVV-1	CCDS59419.1	19	53517343	53518777
CCDS	ERVV-2	CCDS59420.1	19	53552504	53554112
CCDS	ZNF160	CCDS12859.1	19	53571329	53589529
CCDS	ZNF415	CCDS54313.1	19	53611629	53625671
CCDS	ZNF415	CCDS12860.1	19	53611629	53625929
CCDS	ZNF347	CCDS54314.1	19	53643560	53657000
CCDS	ZNF347	CCDS33097.1	19	53643560	53657000
CCDS	ZNF665	CCDS46169.1	19	53667705	53686151
CCDS	ZNF677	CCDS12861.1	19	53740224	53754803
CCDS	VN1R2	CCDS12862.1	19	53761628	53762816
CCDS	VN1R4	CCDS33099.1	19	53770012	53770918
CCDS	BIRC8	CCDS12863.1	19	53792916	53793627
CCDS	ZNF845	CCDS46170.1	19	53844560	53856841
CCDS	ZNF765	CCDS46171.1	19	53901268	53912380
CCDS	ZNF813	CCDS46172.1	19	53987076	53995340
CCDS	ZNF331	CCDS33102.1	19	54072630	54081206
CCDS	DPRX	CCDS33103.1	19	54135360	54140242
CCDS	NLRP12	CCDS62785.1	19	54297302	54327428
CCDS	NLRP12	CCDS62784.1	19	54297302	54327428
CCDS	NLRP12	CCDS12864.1	19	54297302	54327428
CCDS	MYADM	CCDS12866.1	19	54376783	54377752
CCDS	CACNG7	CCDS12868.1	19	54416085	54445547
CCDS	CACNG8	CCDS33104.1	19	54466396	54486103
CCDS	CACNG6	CCDS12871.1	19	54496131	54515443
CCDS	CACNG6	CCDS12870.1	19	54496131	54515443
CCDS	VSTM1	CCDS12872.1	19	54544214	54567031
CCDS	TARM1	CCDS46173.1	19	54573256	54584609
CCDS	OSCAR	CCDS12875.1	19	54598485	54604083
CCDS	OSCAR	CCDS12874.1	19	54598485	54604083
CCDS	OSCAR	CCDS12873.1	19	54598485	54604083
CCDS	OSCAR	CCDS62789.1	19	54598942	54604083
CCDS	OSCAR	CCDS12876.1	19	54598942	54604083
CCDS	NDUFA3	CCDS12877.1	19	54606186	54610209
CCDS	TFPT	CCDS12878.1	19	54610356	54618649
CCDS	PRPF31	CCDS12879.1	19	54621658	54634863
CCDS	LENG1	CCDS12881.1	19	54659458	54663433
CCDS	TMC4	CCDS46174.1	19	54664042	54676812
CCDS	TMC4	CCDS12882.1	19	54664042	54676812
CCDS	MBOAT7	CCDS54315.1	19	54677737	54692184
CCDS	MBOAT7	CCDS12883.1	19	54677737	54692362
CCDS	MBOAT7	CCDS54316.1	19	54682477	54692362
CCDS	TSEN34	CCDS42609.1	19	54695215	54697217
CCDS	RPS9	CCDS12884.1	19	54705052	54711443
CCDS	LILRB3	CCDS46175.1	19	54720961	54726848
CCDS	LILRB3	CCDS33105.1	19	54720961	54726848
CCDS	LILRA6	CCDS42610.1	19	54742828	54746600
CCDS	LILRB5	CCDS46176.1	19	54754649	54761056
CCDS	LILRB5	CCDS42611.1	19	54754649	54761056
CCDS	LILRB5	CCDS12885.1	19	54754649	54761056
CCDS	LILRB2	CCDS62791.1	19	54778536	54783652
CCDS	LILRB2	CCDS42612.1	19	54778536	54784351
CCDS	LILRB2	CCDS12886.1	19	54778536	54784351
CCDS	LILRB2	CCDS62792.1	19	54779845	54784351
CCDS	LILRA3	CCDS54317.1	19	54800045	54804173
CCDS	LILRA3	CCDS12887.1	19	54800045	54804173
CCDS	LILRA5	CCDS12889.1	19	54818697	54824289
CCDS	LILRA5	CCDS12888.1	19	54818697	54824289
CCDS	LILRA5	CCDS46178.1	19	54822597	54824289
