database_from	OMIM_gene_ids_Gene	Omim_Number	chr	txStart	txEnd
omim	SRCIN1	610786	17	36697518	36729067
omim	MLLT6	600328	17	36861794	36886056
omim	CISD3	611933	17	36886611	36891297
omim	PCGF2	600346	17	36890150	36906070
omim	PSMB3	602176	17	36908988	36920484
omim	PIP4K2B	603261	17	36921941	36956158
omim	RPL23	603662	17	37006366	37009990
omim	LASP1	602920	17	37026395	37078014
omim	FBXO47	609498	17	37092684	37123655
omim	PLXDC1	606826	17	37219555	37307902
omim	CACNB1	114207	17	37333388	37353956
omim	RPL19	180466	17	37356568	37360980
omim	FBXL20	609086	17	37416839	37557876
omim	MED1	604311	17	37562853	37607539
omim	NEUROD2	601725	17	37761032	37764196
omim	PPP1R1B	604399	17	37784750	37792878
omim	STARD3	607048	17	37793396	37819687
omim	TCAP	604488	17	37821601	37822502
omim	PNMT	171190	17	37824410	37826728
omim	PGAP3	611801	17	37827374	37844360
omim	ERBB2	164870	17	37856253	37884915
omim	MIEN1	611802	17	37885408	37887040
omim	GRB7	601522	17	37898504	37903256
omim	IKZF3	606221	17	37921748	37934478
omim	ZPBP2	608499	17	38024468	38034149
omim	GSDMB	611221	17	38060849	38074888
omim	ORMDL3	610075	17	38078802	38080456
omim	GSDMA	611218	17	38119225	38134019
omim	CSF3	138970	17	38171699	38174066
omim	MED24	607000	17	38175360	38210658
omim	THRA	190120	17	38219062	38250120
omim	NR1D1	602408	17	38249039	38256978
omim	MSL1	614801	17	38278825	38286546
omim	CASC3	606504	17	38296575	38328436
omim	WIPF2	609692	17	38375573	38435159
omim	CDC6	602627	17	38443884	38459171
omim	RARA	180240	17	38497639	38513047
omim	GJD3	607425	17	38519182	38520067
omim	TOP2A	126430	17	38544767	38574202
omim	IGFBP4	146733	17	38599712	38613983
omim	TNS4	608385	17	38632079	38657849
omim	CCR7	600242	17	38710581	38717265
omim	SMARCE1	603111	17	38796825	38804066
omim	KRT24	607742	17	38854242	38860002
omim	KRT10	148080	17	38974368	38978847
omim	KRT12	601687	17	39017554	39023462
omim	KRT20	608218	17	39032192	39041479
omim	KRT23	606194	17	39092993	39093829
omim	KRTAP1-5	608822	17	39182277	39183454
omim	KRTAP1-4	608821	17	39185948	39186356
omim	KRTAP1-3	608820	17	39190141	39191107
omim	KRTAP1-1	608819	17	39196810	39197713
omim	KRT33A	602761	17	39502343	39507064
omim	KRT33B	602762	17	39519745	39526052
omim	KRT34	602763	17	39533901	39538655
omim	KRT31	601077	17	39549975	39553844
omim	KRT37	604541	17	39577004	39580775
omim	KRT38	604542	17	39592697	39597173
omim	KRT32	602760	17	39616062	39623681
omim	KRT35	602764	17	39632941	39637392
omim	KRT36	604540	17	39642387	39648798
omim	KRT13	148065	17	39657232	39661849
omim	KRT15	148030	17	39669994	39678665
omim	KRT19	148020	17	39679868	39684560
omim	KRT9	607606	17	39722355	39728305
omim	KRT14	148066	17	39738530	39743173
omim	KRT16	148067	17	39766029	39769005
omim	KRT17	148069	17	39775688	39780829
omim	JUP	173325	17	39775691	39928106
omim	GAST	137250	17	39868577	39872221
omim	HAP1	600947	17	39878891	39890896
omim	FKBP10	607063	17	39969182	39979465
omim	KLHL10	608778	17	39994031	40004636
omim	ACLY	108728	17	40023160	40075240
omim	CNP	123830	17	40118758	40127192
omim	DNAJC7	601964	17	40128496	40169169
omim	NKIRAS2	604497	17	40172118	40176044
omim	DHX58	608588	17	40253421	40264751
omim	KAT2A	602301	17	40265125	40273376
omim	HSPB9	608344	17	40274755	40275371
omim	RAB5C	604037	17	40277684	40307006
omim	KCNH4	604528	17	40308912	40333296
omim	HCRT	602358	17	40336077	40337470
omim	GHDC	608587	17	40341105	40346213
omim	STAT5B	604260	17	40351185	40428424
omim	STAT5A	601511	17	40440560	40463958
omim	STAT3	102582	17	40466871	40540457
omim	PTRF	603198	17	40554469	40575535
omim	ATP6V0A1	192130	17	40610861	40673503
omim	NAGLU	609701	17	40688189	40696467
omim	HSD17B1	109684	17	40701231	40707231
omim	COASY	609855	17	40713484	40714287
omim	MLX	602976	17	40719085	40725257
omim	PSMC3IP	608665	17	40724979	40729714
omim	TUBG1	191135	17	40761693	40767252
omim	TUBG2	605785	17	40811322	40819024
omim	CCR10	600240	17	40831437	40835082
omim	CNTNAP1	602346	17	40834630	40851832
omim	EZH1	601674	17	40852292	40897060
omim	RAMP2	605154	17	40910464	40913917
omim	VPS25	610907	17	40925453	40931617
omim	WNK4	601844	17	40932695	40948954
omim	COA3	614775	17	40949651	40950722
omim	BECN1	604378	17	40962151	40976281
omim	PSME3	605129	17	40985432	40995228
omim	AOC2	602268	17	40996617	41002721
omim	AOC3	603735	17	41003200	41010141
omim	G6PC	613742	17	41052814	41065386
omim	AARSD1	613212	17	41108430	41116496
omim	RPL27	607526	17	41151738	41154965
omim	IFI35	600735	17	41158756	41166473
omim	VAT1	604631	17	41166621	41174435
omim	RND2	601555	17	41177257	41181245
omim	BRCA1	113705	17	41197622	41322290
omim	NBR1	166945	17	41322497	41363708
omim	ARL4D	600732	17	41476326	41478505
omim	DHX8	600396	17	41561333	41603038
omim	ETV4	600711	17	41605866	41607802
omim	MEOX1	600147	17	41718746	41738931
omim	SOST	605740	17	41831098	41836156
omim	DUSP3	600183	17	41852249	41855705
omim	MPP3	601114	17	41878166	41909610
omim	CD300LG	610520	17	41932643	41933164
omim	MPP2	600723	17	41955129	41987068
omim	PPY	167780	17	42018171	42019836
omim	PYY	600781	17	42030105	42081837
omim	NAGS	608300	17	42081913	42086428
omim	LSM12	611793	17	42113534	42144027
omim	G6PC3	611045	17	42148102	42153672
omim	HDAC5	605315	17	42155661	42200643
omim	ASB16	615056	17	42248073	42256451
omim	UBTF	600673	17	42282400	42298994
omim	SLC4A1	109270	17	42325752	42345509
omim	RUNDC3A	605448	17	42385950	42395094
omim	SLC25A39	610820	17	42397237	42402195
omim	GRN	138945	17	42422672	42430450
omim	ITGA2B	607759	17	42457424	42462688
omim	GPATCH8	614396	17	42551787	42580774
omim	FZD2	600667	17	42634924	42636907
omim	DBF4B	611661	17	42785975	42829632
omim	ADAM11	155120	17	42836398	42859214
omim	GJC1	608655	17	42881584	42908181
omim	EFTUD2	603892	17	42927310	42977030
omim	CCDC103	614677	17	42977079	42980250
omim	GFAP	137780	17	42982993	42992920
omim	KIF18B	614570	17	43003447	43025082
omim	C1QL1	611586	17	43037060	43045439
omim	NMT1	160993	17	43138679	43186377
omim	PLCD3	608795	17	43186334	43209865
omim	HEXIM1	607328	17	43224683	43229468
omim	FMNL1	604656	17	43299291	43324681
omim	MAP3K14	604655	17	43340487	43394414
omim	ARHGAP27	610591	17	43471274	43502997
omim	PLEKHM1	611466	17	43513269	43568094
omim	CRHR1	122561	17	43861685	43913192
omim	SPPL2C	608284	17	43922255	43924438
omim	MAPT	157140	17	44039703	44101537
omim	STH	607067	17	44076615	44077060
omim	KANSL1	612452	17	44107333	44270166
omim	NSF	601633	17	44668034	44834830
omim	WNT3	165330	17	44839871	44896126
omim	WNT9B	602864	17	44928951	44964096
omim	GOSR2	604027	17	45000498	45105003
omim	CDC27	116946	17	45198245	45266590
omim	MYL4	160770	17	45286713	45301045
omim	ITGB3	173470	17	45331218	45368853
omim	NPEPPS	606793	17	45600310	45669911
omim	KPNB1	602738	17	45726841	45759999
omim	TBKBP1	608476	17	45772629	45789416
omim	TBX21	604895	17	45810609	45823485
omim	OSBPL7	606735	17	45884737	45899136
omim	MRPL10	611825	17	45900637	45908883
omim	SCRN2	614966	17	45915065	45918699
omim	SP6	608613	17	45922278	45933240
omim	SP2	601801	17	45973515	46006323
omim	PNPO	603287	17	46018990	46024588
omim	CDK5RAP3	608202	17	46048406	46059107
omim	MIR152	613788	17	46114526	46114613
omim	NFE2L1	163260	17	46125731	46138841
omim	CBX1	604511	17	46147413	46178883
omim	SNX11	614906	17	46184910	46199497
omim	SKAP1	604969	17	46214299	46507581
omim	HOXB1	142968	17	46605887	46608359
omim	HOXB2	142967	17	46618255	46620508
omim	HOXB3	142966	17	46627628	46667600
omim	HOXB4	142965	17	46652874	46657473
omim	MIR10A	610173	17	46657199	46657309
omim	HOXB5	142960	17	46668618	46671323
omim	HOXB6	142961	17	46675572	46681494
omim	HOXB7	142962	17	46684988	46716647
omim	HOXB8	142963	17	46690549	46692066
omim	HOXB9	142964	17	46698517	46703839
omim	MIR196A1	608632	17	46709851	46709921
omim	HOXB13	604607	17	46802124	46806540
omim	TTLL6	610849	17	46883535	46894473
omim	CALCOCO2	604587	17	46908396	46940536
omim	ATP5G1	603192	17	46970215	46973223
omim	UBE2Z	611362	17	46985730	47006418
omim	SNF8	610904	17	47006677	47022479
omim	GIP	137240	17	47035915	47045958
omim	IGF2BP1	608288	17	47074773	47133012
omim	B4GALNT2	111730	17	47209821	47247351
omim	GNGT2	139391	17	47284006	47287936
omim	ABI3	606363	17	47287588	47300587
omim	ZNF652	613907	17	47371926	47439835
omim	PHB	176705	17	47482004	47492242
omim	NGFR	162010	17	47574752	47590734
omim	NXPH3	604636	17	47653219	47657720
omim	SPOP	602650	17	47677564	47723992
omim	SLC35B1	610790	17	47778319	47785313
omim	KAT7	609880	17	47866042	47905065
omim	TAC4	607833	17	47915670	47925379
omim	DLX4	601911	17	48050129	48051959
omim	DLX3	600525	17	48068698	48071067
omim	ITGA3	605025	17	48133338	48154359
omim	PDK2	602525	17	48172638	48189516
omim	PPP1R9B	603325	17	48211104	48227991
omim	SGCA	600119	17	48243365	48253292
omim	HILS1	608101	17	48248788	48258539
omim	COL1A1	120150	17	48260649	48278993
omim	XYLT2	608125	17	48423452	48438512
omim	MRPL27	611837	17	48445227	48450575
omim	EME1	610885	17	48452545	48458820
omim	LRRC59	614854	17	48458598	48474914
omim	ACSF2	610465	17	48503612	48552192
omim	CHAD	602178	17	48541859	48546267
omim	MYCBPAP	609835	17	48585982	48608861
omim	EPN3	607264	17	48610098	48619302
omim	SPATA20	613939	17	48625359	48633213
omim	CACNA1G	604065	17	48638428	48704431
omim	ABCC3	604323	17	48712217	48769613
omim	LUC7L3	609434	17	48796963	48830070
omim	WFIKKN2	610895	17	48912770	48919709
omim	TOB1	605523	17	48940340	48945339
omim	SPAG9	605430	17	49042987	49198095
omim	NME1	156490	17	49230936	49239422
omim	NME2	156491	17	49230996	49249103
omim	UTP18	612816	17	49337888	49375294
omim	CA10	604642	17	49707673	50237377
omim	KIF2B	615142	17	51900238	51902573
omim	TOM1L1	604701	17	52978194	52994813
omim	COX11	603648	17	53038566	53046146
omim	STXBP4	610415	17	53046155	53122137
omim	HLF	142385	17	53343170	53398775
omim	MMD	604467	17	53469973	53499353
omim	PCTP	606055	17	53848537	53920191
omim	NOG	602991	17	54671059	54672951
omim	DGKE	601440	17	54911491	54925019
omim	TRIM25	600453	17	54967881	54968887
omim	COIL	600272	17	55015547	55038415
omim	AKAP1	602449	17	55162550	55198710
omim	MSI2	607897	17	55334373	55710261
omim	MRPS23	611985	17	55916841	55927417
omim	VEZF1	606747	17	56051119	56062709
omim	SRSF1	600812	17	56082209	56084707
omim	DYNLL2	608942	17	56160775	56168592
omim	EPX	131399	17	56270097	56282535
omim	MKS1	609883	17	56282802	56296666
omim	LPO	150205	17	56315951	56345503
omim	MPO	606989	17	56352931	56355480
omim	BZRAP1	610764	17	56378597	56406152
omim	SUPT4H1	603555	17	56423376	56429022
omim	RNF43	612482	17	56434343	56494446
omim	MTMR4	603559	17	56566897	56595266
omim	SEPT4	603696	17	56603675	56605359
omim	TEX14	605792	17	56634038	56769416
omim	RAD51C	602774	17	56769988	56772695
omim	TRIM37	605073	17	57060011	57184282
omim	SMG8	613175	17	57286760	57292600
omim	YPEL2	609723	17	57409062	57479090
omim	DHX40	607570	17	57642972	57684619
omim	CLTC	118955	17	57697218	57773671
omim	PTRH2	608625	17	57774668	57784790
omim	VMP1	611753	17	57785025	57917364
omim	MIR21	611020	17	57918626	57918698
omim	TUBD1	607344	17	57936850	57970296
omim	RPS6KB1	608938	17	57970505	58025549
omim	RNFT1	615172	17	58030323	58042098
omim	CA4	114760	17	58227296	58236901
omim	USP32	607740	17	58256465	58334061
omim	APPBP2	605324	17	58520519	58603580
omim	PPM1D	605100	17	58677543	58741849
omim	BCAS3	607470	17	58964410	59470191
omim	TBX2	600747	17	59486082	59486827
omim	TBX4	601719	17	59555711	59560731
omim	NACA2	609274	17	59667793	59668563
omim	BRIP1	605882	17	59762132	59938900
omim	INTS2	611346	17	59942730	60005377
omim	MED13	603808	17	60019965	60142643
omim	TLK2	608439	17	60556385	60690851
omim	MRC2	612264	17	60704761	60770958
omim	MARCH10	613337	17	60778675	60885705
omim	TANC2	615047	17	61086916	61505060
omim	CYB561	600019	17	61511500	61515672
omim	ACE	106180	17	61554421	61561212
omim	KCNH6	608168	17	61600694	61623600
omim	DCAF7	605973	17	61627821	61671639
omim	TACO1	612958	17	61678230	61685725
omim	MAP3K3	602539	17	61700069	61771234
omim	STRADA	608626	17	61781017	61819156
omim	DDX42	613369	17	61851243	61896677
omim	PSMC5	601681	17	61905237	61909346
omim	SMARCD2	601736	17	61909443	61920300
omim	TCAM1P	612756	17	61934375	61941739
omim	CSH2	118820	17	61949371	61951126
omim	GH2	139240	17	61957577	61959223
omim	CSH1	150200	17	61972286	61973942
omim	CSHL1	603515	17	61986964	61988596
omim	GH1	139250	17	61994562	61996177
omim	CD79B	147245	17	62006585	62009621
omim	SCN4A	603967	17	62015913	62050278
omim	ICAM2	146630	17	62079991	62084106
omim	ERN1	604033	17	62120352	62207485
omim	POLG2	604983	17	62474080	62483591
omim	DDX5	180630	17	62496227	62498020
omim	SMURF2	605532	17	62541482	62658186
omim	GNA13	604406	17	63009905	63051892
omim	RGS9	604067	17	63133591	63223808
omim	AXIN2	604025	17	63524680	63557765
omim	APOH	138700	17	64208150	64225535
omim	PRKCA	176960	17	64298943	64806861
omim	CACNG5	606405	17	64873450	64881357
omim	CACNG4	606404	17	64961025	65029514
omim	CACNG1	114209	17	65040705	65052909
omim	HELZ	606699	17	65074087	65241299
omim	PSMD12	604450	17	65346373	65362703
omim	PITPNC1	605134	17	65373574	65693372
omim	NOL11	615366	17	65714060	65717556
omim	BPTF	601819	17	65821780	65979269
omim	KPNA2	600685	17	66031634	66042958
omim	AMZ2	615169	17	66244191	66253268
omim	ARSG	610008	17	66255322	66418872
omim	SLC16A6	603880	17	66263166	66287257
omim	WIPI1	609224	17	66417449	66453640
omim	PRKAR1A	188830	17	66508172	66528903
omim	FAM20A	611062	17	66533011	66597530
omim	ABCA8	612505	17	66864192	66951382
omim	ABCA9	612507	17	66970772	67057065
omim	ABCA6	612504	17	67074842	67138015
omim	ABCA10	612508	17	67192499	67240956
omim	ABCA5	612503	17	67240451	67323242
omim	MAP2K6	601254	17	67410838	67539472
omim	KCNJ16	605722	17	68092780	68129745
omim	KCNJ2	600681	17	68165675	68176189
omim	SOX9	608160	17	70117160	70122561
omim	SSTR2	182452	17	71161150	71165450
omim	COG1	606973	17	71189128	71204646
omim	CDC42EP4	605468	17	71302836	71306034
omim	SDK2	607217	17	71330523	71640227
omim	RPL38	604182	17	72199842	72206035
omim	TTYH2	608855	17	72211754	72256790
omim	DNAI2	605483	17	72270428	72311023
omim	GPR142	609046	17	72363596	72368739
omim	GPRC5C	605949	17	72427051	72443568
omim	CD300A	606790	17	72462813	72480306
omim	CD300LB	610705	17	72519291	72527613
omim	CD300C	606786	17	72537246	72542282
omim	CD300E	609801	17	72606025	72619877
omim	RAB37	609956	17	72666716	72743473
omim	CD300LF	609807	17	72690455	72709117
omim	SLC9A3R1	604990	17	72744790	72765492
omim	GRIN2C	138254	17	72840170	72856658
omim	FDXR	103270	17	72858618	72869148
omim	USH1G	607696	17	72912175	72919351
omim	OTOP2	607827	17	72920369	72930006
omim	OTOP3	607828	17	72931896	72946083
omim	HID1	605752	17	72958382	72969261
omim	ICT1	603000	17	73008768	73017356
omim	KCTD2	613422	17	73028706	73059358
omim	SLC16A5	603879	17	73085032	73102246
omim	NT5C	191720	17	73126567	73127839
omim	SUMO2	603042	17	73163407	73179078
omim	NUP85	170285	17	73224255	73231852
omim	GGA3	606006	17	73239597	73258439
omim	MRPS7	611974	17	73257992	73262411
omim	MIF4GD	612072	17	73262761	73267281
omim	SLC25A19	606521	17	73269073	73285514
omim	GRB2	108355	17	73314156	73401567
omim	CASKIN2	612185	17	73496889	73505969
omim	TSEN54	608755	17	73512605	73520820
omim	RECQL5	603781	17	73644944	73663269
omim	SAP30BP	610218	17	73663445	73699399
omim	ITGB4	147557	17	73720783	73738738
omim	GALK1	604313	17	73754026	73761307
omim	H3F3B	601058	17	73774647	73775367
omim	UNC13D	608897	17	73823305	73840798
omim	WBP2	606962	17	73844862	73851390
omim	TRIM47	611041	17	73870241	73874656
omim	MRPL38	611844	17	73894725	73905899
omim	ACOX1	609751	17	73937587	73975444
omim	TEN1	613130	17	73975300	73996667
omim	CDK3	123828	17	73997418	74002080
omim	EVPL	601590	17	74003161	74023312
omim	SRP68	604858	17	74035631	74068578
omim	GALR2	603691	17	74070874	74073622
omim	ZACN	610935	17	74075262	74078747
omim	EXOC7	608163	17	74079658	74099827
omim	FOXJ1	602291	17	74132413	74137380
omim	PRPSAP1	601249	17	74305566	74350230
omim	SPHK1	603730	17	74380689	74383941
omim	AANAT	600950	17	74463650	74466199
omim	RHBDF2	614404	17	74466977	74497489
omim	CYGB	608759	17	74524363	74533734
omim	PRCD	610598	17	74536114	74539920
omim	ST6GALNAC2	610137	17	74561460	74582210
omim	ST6GALNAC1	610138	17	74633552	74639742
omim	JMJD6	604914	17	74708918	74722761
omim	METTL23	615262	17	74722935	74729960
omim	SRSF2	600813	17	74730200	74733456
omim	MGAT5B	612441	17	74864537	74946459
omim	SEC14L1	601504	17	75085236	75212884
omim	SEPT9	604061	17	75315596	75496678
omim	TNRC6C	610741	17	76001136	76104916
omim	TMC6	605828	17	76116257	76124863
omim	TMC8	605829	17	76134443	76137310
omim	SYNGR2	603926	17	76164638	76169608
omim	TK1	188300	17	76170910	76183119
omim	BIRC5	603352	17	76210360	76211180
omim	SOCS3	604176	17	76352863	76356158
omim	PGS1	614942	17	76374742	76420222
omim	DNAH17	610063	17	76419777	76573476
omim	CYTH1	182115	17	76671737	76688575
omim	USP36	612543	17	76803694	76815179
omim	TIMP2	188825	17	76849058	76921469
omim	LGALS3BP	600626	17	76967319	76976000
omim	CANT1	613165	17	76987798	77005899
omim	C1QTNF1	610365	17	77030266	77044329
omim	ENGASE	611898	17	77078110	77080648
omim	CBX2	602770	17	77751992	77756331
omim	CBX4	603079	17	77808842	77813186
omim	CCDC40	613799	17	78061903	78065944
omim	GAA	606800	17	78075392	78093676
omim	EIF4A3	608546	17	78109012	78120982
omim	CARD14	607211	17	78161598	78172723
omim	SGSH	605270	17	78183088	78194159
omim	SLC26A11	610117	17	78194267	78226515
omim	RNF213	613768	17	78234664	78369112
omim	NPTX1	602367	17	78440947	78450404
omim	RPTOR	607130	17	78518618	78831924
omim	CHMP6	610901	17	78965640	78973933
omim	BAIAP2	605475	17	79008957	79090025
omim	AATK	605276	17	79091094	79139817
omim	MIR338	614059	17	79099676	79099755
omim	AZI1	613479	17	79163392	79196745
omim	ACTG1	102560	17	79476996	79479900
omim	FSCN2	607643	17	79495557	79504106
omim	C17orf70	611301	17	79506911	79519429
omim	NPLOC4	606590	17	79528791	79604086
omim	PDE6G	180073	17	79617488	79623607
omim	CCDC137	614271	17	79633393	79640929
omim	HGS	604375	17	79650961	79669149
omim	MRPL12	602375	17	79670386	79674556
omim	SLC25A10	606794	17	79680471	79687358
omim	GCGR	138033	17	79762009	79771889
omim	P4HB	176790	17	79801869	79818436
omim	ARHGDIA	601925	17	79826135	79829205
omim	ALYREF	604171	17	79846776	79849270
omim	ANAPC11	614534	17	79849635	79858130
omim	NPB	607996	17	79858620	79860774
omim	PCYT2	602679	17	79862201	79869051
omim	SIRT7	606212	17	79869814	79876070
omim	MAFG	602020	17	79876145	79885590
omim	PYCR1	179035	17	79890259	79895204
omim	NOTUM	609847	17	79910387	79919169
omim	ASPSCR1	606236	17	79935425	79975282
omim	STRA13	615128	17	79976578	79980794
omim	RAC3	602050	17	79989499	79992078
omim	DCXR	608347	17	79994443	79995106
omim	RFNG	602578	17	80006624	80008866
omim	GPS1	601934	17	80009740	80015346
omim	FASN	600212	17	80036213	80056208
omim	SLC16A3	603877	17	80191562	80197962
omim	CSNK1D	600864	17	80197602	80231304
omim	CD7	186820	17	80273850	80275434
omim	SECTM1	602602	17	80278899	80291874
omim	UTS2R	600896	17	80332152	80333462
omim	NARF	605349	17	80416589	80437869
omim	FOXK2	147685	17	80477590	80562483
omim	WDR45B	609226	17	80573890	80594459
omim	FN3KRP	611683	17	80674558	80685893
omim	FN3K	608425	17	80693947	80695809
omim	TBCD	604649	17	80709960	80866283
omim	ZNF750	610226	17	80787804	80797898
omim	B3GNTL1	615337	17	80918251	81007016
omim	USP14	607274	18	158607	214622
omim	THOC1	606930	18	214520	268027
omim	COLEC12	607621	18	319360	500722
omim	CETN1	603187	18	580366	581524
omim	TYMS	188350	18	667720	673363
omim	ENOSF1	607427	18	674039	712615
omim	YES1	164880	18	751723	812267
omim	ADCYAP1	102980	18	905109	912173
omim	NDC80	607272	18	2577847	2582525
omim	SMCHD1	614982	18	2655885	2784877
omim	EMILIN2	608928	18	2906212	2914039
omim	LPIN2	605519	18	2916991	3011945
omim	MYOM1	603508	18	3066804	3220106
omim	MYL12B	609211	18	3262953	3278282
omim	TGIF1	602630	18	3455411	3458409
omim	DLGAP1	605445	18	3498864	3874767
omim	ZBTB14	602126	18	5290856	5296194
omim	EPB41L3	605331	18	5393067	5540555
omim	ARHGAP28	610592	18	6729716	6912154
omim	LAMA1	150320	18	6941742	7117813
omim	PTPRM	176888	18	8017820	8113630
omim	NDUFV2	600532	18	9119470	9134339
omim	ANKRD12	610616	18	9136757	9285206
omim	TWSG1	605049	18	9334764	9402418
omim	RALBP1	605801	18	9475667	9538114
omim	PPP4R1	604908	18	9546788	9614556
omim	RAB31	605694	18	9708161	9862548
omim	VAPA	605703	18	9914058	9954355
omim	APCDD1	607479	18	10471832	10476560
omim	NAPG	603216	18	10526030	10552757
omim	PIEZO2	613629	18	10671695	10680360
omim	CHMP1B	606486	18	11851394	11854448
omim	GNAL	139312	18	11857438	11881171
omim	MPPE1	611900	18	11884164	11885120
omim	IMPA2	605922	18	11981035	12030515
omim	CIDEA	604440	18	12254317	12277372
omim	TUBB6	615103	18	12308239	12325266
omim	AFG3L2	604581	18	12328942	12377313
omim	SPIRE1	609216	18	12446510	12658133
omim	PSMG2	609702	18	12703021	12724867
omim	PTPN2	176887	18	12785476	12884337
omim	SEH1L	609263	18	12948019	12987535
omim	LDLRAD4	606571	18	13278101	13652753
omim	RNMT	603514	18	13726702	13764555
omim	MC5R	600042	18	13825542	13826861
omim	MC2R	607397	18	13882042	13915539
omim	ROCK1	601702	18	18529700	18691812
omim	ESCO1	609674	18	19109241	19180697
omim	SNRPD1	601063	18	19192227	19210344
omim	ABHD3	612197	18	19231057	19283786
omim	MIB1	608677	18	19321280	19450918
omim	MIR133A1	610254	18	19405658	19405746
omim	MIR1-2	610252	18	19408964	19409049
omim	GATA6	601656	18	19749403	19782491
omim	CTAGE1	608856	18	19993563	19994830
omim	RBBP8	604124	18	20513803	20606449
omim	CABLES1	609194	18	20714527	20837711
omim	TMEM241	615430	18	20875980	21017869
omim	RIOK3	603579	18	21033250	21061544
omim	NPC1	607623	18	21111400	21166862
omim	LAMA3	600805	18	21453008	21534612
omim	CABYR	612135	18	21719025	21739626
omim	OSBPL1A	606730	18	21937088	21977752
omim	IMPACT	615319	18	22006579	22033499
omim	HRH4	606792	18	22040592	22059921
omim	ZNF521	610974	18	22641889	22932116
omim	SS18	600192	18	23597977	23670865
omim	TAF4B	601689	18	23805899	23971649
omim	KCTD1	613420	18	24034876	24209206
omim	AQP4	600308	18	24436252	24442140
omim	CHST9	610191	18	24495740	24723002
omim	CDH2	114020	18	25531044	25616549
omim	DSC3	600271	18	28570051	28622781
omim	DSC2	125645	18	28645939	28681967
omim	DSC1	125643	18	28709198	28742819
omim	DSG1	125670	18	28923593	28935630
omim	DSG4	607892	18	28956845	28994875
omim	DSG3	169615	18	29027757	29058665
omim	DSG2	125671	18	29078182	29102571
omim	TTR	176300	18	29171688	29178974
omim	B4GALT6	604017	18	29203131	29264686
omim	TRAPPC8	614136	18	29506430	29522952
omim	RNF125	610432	18	29621785	29648452
omim	MEP1B	600389	18	29769986	29800367
omim	KLHL14	613772	18	30252633	30353025
omim	ASXL3	615115	18	31158595	31331156
omim	NOL4	603577	18	31432413	31802282
omim	DTNA	601239	18	32073280	32409292
omim	MAPRE2	605789	18	32557018	32568803
omim	ZNF397	609601	18	32821018	32838358
omim	ZNF271	604754	18	32870245	32890730
omim	ZNF24	194534	18	32912190	32924420
omim	ZNF396	609600	18	32948434	32957301
omim	GALNT1	602273	18	33234535	33244481
omim	MIR187	612698	18	33484780	33484889
omim	RPRD1A	610347	18	33573002	33647522
omim	SLC39A6	608731	18	33689110	33709344
omim	MOCOS	613274	18	33836809	33846777
omim	FHOD3	609691	18	33877676	34360018
omim	CELF4	612679	18	34823009	35145711
omim	PIK3C3	602609	18	39535218	39667794
omim	RIT2	609592	18	40323191	40695656
omim	SYT4	600103	18	40847842	40857615
omim	SETBP1	611060	18	42260137	42457379
omim	SLC14A2	601611	18	42792959	43262940
omim	SLC14A1	613868	18	43304148	43329981
omim	EPG5	615068	18	43437690	43497661
omim	ATP5A1	164360	18	43673145	43678262
omim	HAUS1	608775	18	43684297	43708299
omim	LOXHD1	613072	18	44056935	44136732
omim	ST8SIA5	607162	18	44259845	44336773
omim	PIAS2	603567	18	44398317	44497466
omim	KATNAL2	614697	18	44526786	44627658
omim	TCEB3B	609522	18	44558942	44561988
omim	IER3IP1	609382	18	44661026	44702652
omim	SMAD2	601366	18	45371282	45457213
omim	CTIF	613178	18	46065528	46388277
omim	SMAD7	602932	18	46447362	46475703
omim	DYM	607461	18	46847494	46905019
omim	RPL17	603661	18	47014887	47018184
omim	LIPG	603684	18	47088456	47108222
omim	ACAA2	604770	18	47309874	47340323
omim	MYO5B	606540	18	47389631	47402653
omim	CCDC11	614759	18	47753562	47792892
omim	MBD1	156535	18	47797838	47807870
omim	CXXC1	609150	18	47808712	47814674
omim	MAPK4	176949	18	48086511	48258194
omim	MRO	608080	18	48324746	48351772
omim	ME2	154270	18	48405489	48474260
omim	ELAC1	608079	18	48494385	48514491
omim	SMAD4	600993	18	48573416	48604837
omim	MEX3C	611005	18	48719279	48723129
omim	DCC	120470	18	49866541	51057784
omim	MBD2	603547	18	51679078	51751158
omim	POLI	605252	18	51810973	51820145
omim	STARD6	607051	18	51850963	51884334
omim	C18orf54	613258	18	51884954	51908402
omim	RAB27B	603869	18	52495711	52555344
omim	TCF4	602272	18	52894919	52989525
omim	TXNL1	603049	18	54264438	54305876
omim	WDR7	613473	18	54318573	54694544
omim	LINC-ROR	615173	18	54721812	54739350
omim	ST8SIA3	609478	18	55018043	55036164
omim	ONECUT2	604894	18	55102916	55158530
omim	FECH	612386	18	55233779	55253931
omim	NARS	108410	18	55268581	55289017
omim	ATP8B1	602397	18	55313657	55399039
omim	NEDD4L	606384	18	55816568	56063805
omim	MIR122	609582	18	56118305	56118390
omim	SNORD28	603227	18	56267862	56267930
omim	MALT1	604860	18	56338763	56415386
omim	GRP	137260	18	56887497	56897853
omim	RAX	601881	18	56934266	56940617
omim	CPLX4	609586	18	56942387	56985776
omim	LMAN1	601567	18	57013202	57018821
omim	CCBE1	612753	18	57101148	57364612
omim	PMAIP1	604959	18	57567247	57570769
omim	MC4R	155541	18	58038563	58040001
