database	gene	score	chr	start	stop
haploins_v3	BHLHE22	0.316142463	8	65492814	65496181
haploins_v3	BRPF3	0.316454475	6	36164521	36200567
haploins_v3	CLNS1A	0.316505717	11	77225981	77348850
haploins_v3	DDB2	0.316525468	11	47236493	47260767
haploins_v3	MTFR1L	0.316651874	1	26145131	26159432
haploins_v3	ZMYM3	0.316690939	X	70459474	70474996
haploins_v3	PAK7	0.316918353	20	9518036	9819689
haploins_v3	RPP30	0.317019873	10	92631473	92668312
haploins_v3	EIF2S3	0.31714361	X	24072833	24096088
haploins_v3	MYO3A	0.317182273	10	26223196	26501456
haploins_v3	LRRFIP2	0.317253245	3	37094117	37225180
haploins_v3	PRKCG	0.317280568	19	54382444	54410906
haploins_v3	EIF2A	0.317332726	3	150264465	150302029
haploins_v3	MAGI3	0.317403714	1	113933371	114228545
haploins_v3	ARHGEF33	0.317513071	2	39117021	39202590
haploins_v3	DOCK9	0.3175759	13	99445741	99738879
haploins_v3	TFE3	0.317599758	X	48886242	48901012
haploins_v3	PHGDH	0.31763453	1	120202421	120286838
haploins_v3	FAM118B	0.317808703	11	126081309	126132881
haploins_v3	CLCN3	0.317818804	4	170533784	170644824
haploins_v3	ABHD6	0.317864561	3	58223233	58281420
haploins_v3	VAC14	0.317971955	16	70721342	70835064
haploins_v3	WNK1	0.318010561	12	861759	1020618
haploins_v3	PHLPP2	0.318019607	16	71671738	71758604
haploins_v3	UBA6	0.318331241	4	68478370	68566897
haploins_v3	BEND4	0.318395654	4	42112955	42154895
haploins_v3	RCOR1	0.318688668	14	103058998	103196913
haploins_v3	SSH2	0.318727324	17	27952956	28257294
haploins_v3	SNTB1	0.318903377	8	121547985	121825513
haploins_v3	DGKG	0.318926693	3	185823457	186080026
haploins_v3	SKA1	0.319185972	18	47901365	47920543
haploins_v3	HPCAL1	0.319252433	2	10443015	10567743
haploins_v3	ATP2A2	0.319412756	12	110718561	110788898
haploins_v3	SLC38A6	0.319568584	14	61447832	61550451
haploins_v3	GNG13	0.319631676	16	848041	850733
haploins_v3	IQSEC2	0.319746311	X	53262058	53350522
haploins_v3	ZER1	0.319877068	9	131492065	131534693
haploins_v3	KCTD15	0.320200283	19	34286838	34306668
haploins_v3	KIAA0101	0.320206567	15	64657193	64679886
haploins_v3	SCHIP1	0.32024002	3	159557650	159615149
haploins_v3	ATF6	0.320298826	1	161736084	161933860
haploins_v3	MYO1E	0.320334371	15	59427113	59665099
haploins_v3	NCAM2	0.320343852	21	22370633	22915650
haploins_v3	PRPS1	0.320406808	X	106871737	106894256
haploins_v3	AIG1	0.320528247	6	143381633	143661441
haploins_v3	TMEM260	0.320546424	14	56955072	57117324
haploins_v3	ELOVL7	0.320697062	5	60047618	60140216
haploins_v3	FAM135A	0.320897393	6	71122644	71270877
haploins_v3	USP8	0.320901309	15	50716577	50793280
haploins_v3	DYNC1LI1	0.32092006	3	32567463	32612366
haploins_v3	FBXO3	0.320939833	11	33762485	33796089
haploins_v3	PHKA1	0.321003105	X	71798664	71934167
haploins_v3	WLS	0.321015701	1	68564142	68698803
haploins_v3	G3BP1	0.321054442	5	151150606	151192346
haploins_v3	CASC4	0.321158409	15	44580927	44707956
haploins_v3	NRIP1	0.321174489	21	16333556	16437321
haploins_v3	PDK4	0.321286663	7	95212811	95225803
haploins_v3	PPM1H	0.321408492	12	63037762	63328817
haploins_v3	PTGFR	0.321616369	1	78769568	79005434
haploins_v3	DNAJB5	0.321636597	9	34989638	34998897
haploins_v3	NDUFS2	0.321653173	1	161166894	161184185
haploins_v3	HSPA12A	0.32170374	10	118430703	118502085
haploins_v3	CORO1A	0.321742182	16	30194148	30200397
haploins_v3	ARHGAP6	0.321783914	X	11136239	11683821
haploins_v3	TRIM59	0.32193428	3	160150233	160203561
haploins_v3	UCK2	0.322259276	1	165796768	165880855
haploins_v3	NEK6	0.322263569	9	127019885	127115586
haploins_v3	DAB2IP	0.322488604	9	124329336	124547809
haploins_v3	FBXO33	0.322501783	14	39866873	39901704
haploins_v3	HSF2	0.322700617	6	122720691	122754264
haploins_v3	C4orf22	0.322733711	4	81256874	81884910
haploins_v3	SLIT1	0.322819079	10	98757795	98945677
haploins_v3	FAM134A	0.322848838	2	220040947	220050201
haploins_v3	DSTYK	0.322954048	1	205111632	205180727
haploins_v3	DTD1	0.323190177	20	18568537	18744561
haploins_v3	TP73	0.323241881	1	3569084	3652765
haploins_v3	SLC9A5	0.323254189	16	67271586	67306093
haploins_v3	VPS4B	0.323292032	18	61056423	61089716
haploins_v3	FAM107B	0.323333805	10	14560556	14816896
haploins_v3	EIF4EBP2	0.323339396	10	72164135	72188374
haploins_v3	MMS19	0.323394066	10	99218081	99258551
haploins_v3	SLC35F5	0.323578306	2	114462588	114514400
haploins_v3	MRPL15	0.323579491	8	55047770	55060461
haploins_v3	NEK2	0.323638729	1	211836114	211848960
haploins_v3	RPL37	0.323697343	5	40825364	40835437
haploins_v3	PSMD5	0.323729242	9	123577774	123605262
haploins_v3	RNF13	0.323763201	3	149530495	149679926
haploins_v3	SKA2	0.323785122	17	57187312	57232630
haploins_v3	OSGIN2	0.323792821	8	90914087	90940116
haploins_v3	CACNA1S	0.323841456	1	201008642	201081694
haploins_v3	PGM2L1	0.324119538	11	74041363	74109518
haploins_v3	PPP2CB	0.324216408	8	30631973	30671830
haploins_v3	RPS15A	0.324235581	16	18792617	18801705
haploins_v3	RAB29	0.324406766	1	205737114	205744588
haploins_v3	NDRG2	0.324409202	14	21484922	21539031
haploins_v3	SSR3	0.324442747	3	156257929	156272973
haploins_v3	XRCC4	0.324520999	5	82373317	82649606
haploins_v3	TMEM35	0.324546322	X	100333709	100351353
haploins_v3	EZH1	0.324570834	17	40852293	40897071
haploins_v3	TRIM13	0.324578262	13	50570024	50594617
haploins_v3	MIER1	0.324621258	1	67390578	67454302
haploins_v3	SGPL1	0.324655534	10	72575717	72640930
haploins_v3	SLC25A4	0.324667207	4	186064395	186071536
haploins_v3	DIXDC1	0.324696755	11	111797868	111893308
haploins_v3	SLC17A7	0.324819216	19	49932658	49945617
haploins_v3	ADAMTS5	0.324991256	21	28290231	28338832
haploins_v3	TUBA1C	0.325242067	12	49582519	49667114
haploins_v3	TNFRSF21	0.325420097	6	47199268	47277641
haploins_v3	FRMD4B	0.325462178	3	69219141	69591734
haploins_v3	DHODH	0.325470662	16	72042487	72058954
haploins_v3	PSMA7	0.325710108	20	60711791	60718496
haploins_v3	ADAMTS2	0.325728261	5	178537852	178772431
haploins_v3	TTC14	0.325934886	3	180319918	180335616
haploins_v3	SYT2	0.326014466	1	202559724	202679545
haploins_v3	FAM133B	0.326124051	7	92190107	92219708
haploins_v3	EXOSC7	0.326234939	3	45016733	45077558
haploins_v3	SPC25	0.326343154	2	169690642	169769881
haploins_v3	B4GALT2	0.326348685	1	44444615	44456840
haploins_v3	SLC16A2	0.326377508	X	73641085	73753752
haploins_v3	SLC7A14	0.326469075	3	170177372	170303863
haploins_v3	FRMPD4	0.326594938	X	12156585	12742642
haploins_v3	URM1	0.326609878	9	131133598	131153015
haploins_v3	SP6	0.326695671	17	45922279	45933240
haploins_v3	L3MBTL3	0.326757367	6	130334844	130462594
haploins_v3	TRIO	0.326818362	5	14143811	14532235
haploins_v3	PHKG2	0.327083311	16	30759591	30772490
haploins_v3	RBKS	0.327122736	2	28004231	28113965
haploins_v3	ZFYVE1	0.327167939	14	73436159	73493920
haploins_v3	RBM7	0.327239669	11	114270752	114284925
haploins_v3	SWAP70	0.327350697	11	9685624	9774538
haploins_v3	DDX41	0.327503011	5	176938578	176944470
haploins_v3	RPS8	0.32757468	1	45240923	45244451
haploins_v3	LIN54	0.327698843	4	83831126	83934079
haploins_v3	AKR1B1	0.327709245	7	134127102	134144036
haploins_v3	PLCG2	0.32771221	16	81772702	81991899
haploins_v3	EYS	0.327790298	6	64429876	66417118
haploins_v3	POU4F1	0.327802019	13	79172497	79177673
haploins_v3	TMTC3	0.327883065	12	88536073	88593664
haploins_v3	TRPC4	0.327889906	13	38210773	38444562
haploins_v3	ZC3H13	0.327997319	13	46528600	46626894
haploins_v3	STK40	0.328031398	1	36805225	36851497
haploins_v3	SESN2	0.328044676	1	28586038	28609002
haploins_v3	PICK1	0.328130305	22	38452318	38471708
haploins_v3	TXNL4B	0.328166529	16	72078188	72128330
haploins_v3	SOST	0.328339699	17	41831099	41836156
haploins_v3	SLC26A4	0.328454899	7	107301080	107358254
haploins_v3	ADGRV1	0.328571635	5	89825161	90460038
haploins_v3	COL24A1	0.328659161	1	86194916	86622626
haploins_v3	SCAF8	0.328697181	6	155054459	155155192
haploins_v3	ASB8	0.328807296	12	48541571	48574996
haploins_v3	AKTIP	0.328844595	16	53524952	53538323
haploins_v3	ITGA3	0.328975626	17	48133332	48167845
haploins_v3	UBE4B	0.329099002	1	10092890	10241297
haploins_v3	SLC39A6	0.329157948	18	33688495	33709348
haploins_v3	PMPCB	0.329266362	7	102937869	102969958
haploins_v3	COPS7B	0.329276792	2	232646381	232673963
haploins_v3	CIAO1	0.329305039	2	96931870	96939087
haploins_v3	VPS11	0.32932957	11	118938403	118952688
haploins_v3	ZFP91	0.329509893	11	58346584	58388515
haploins_v3	KCNN3	0.329640894	1	154669931	154842756
haploins_v3	SMIM20	0.329672283	4	25863452	25931435
haploins_v3	CYSTM1	0.329893584	5	139554227	139661637
haploins_v3	THUMPD3	0.329922104	3	9404526	9428475
haploins_v3	SNAI1	0.329962499	20	48599536	48605423
haploins_v3	PGAM2	0.330154183	7	44102326	44105186
haploins_v3	RNF115	0.330256873	1	145611036	145696218
haploins_v3	ATP1A2	0.330286807	1	160085549	160113381
haploins_v3	SLAIN2	0.33032216	4	48343339	48428229
haploins_v3	RBM17	0.330513979	10	6130950	6159420
haploins_v3	TOP3A	0.330525347	17	18174742	18218321
haploins_v3	ZW10	0.330606315	11	113603909	113644533
haploins_v3	GALE	0.330614056	1	24122089	24127271
haploins_v3	LDB3	0.330839914	10	88428206	88495825
haploins_v3	CDKN2AIP	0.330846328	4	184365744	184369351
haploins_v3	KCNV1	0.330893068	8	110975874	110988076
haploins_v3	ATXN2L	0.330957968	16	28834356	28848558
haploins_v3	TNFAIP1	0.331034681	17	26662628	26674035
haploins_v3	STRADB	0.331198211	2	202252581	202345569
haploins_v3	RAP1GAP	0.331219929	1	21922708	21995801
haploins_v3	MSH4	0.331278681	1	76262567	76378923
haploins_v3	NETO2	0.331302683	16	47111614	47177908
haploins_v3	ITK	0.331314188	5	156569944	156682201
haploins_v3	TTN	0.331370966	2	179390716	179695529
haploins_v3	GORASP2	0.331467713	2	171784974	171823639
haploins_v3	CALCA	0.331472679	11	14988214	14993900
haploins_v3	TM9SF4	0.331725265	20	30697309	30755061
haploins_v3	ZCCHC17	0.331729559	1	31769842	31837783
haploins_v3	MYO1D	0.331755117	17	30819540	31204195
haploins_v3	PPM1E	0.33176433	17	56833230	57058983
haploins_v3	USP25	0.331783522	21	17102344	17252377
haploins_v3	ACTR8	0.331819735	3	53901093	53916229
haploins_v3	ODF2	0.331855819	9	131217465	131263571
haploins_v3	GNG12	0.331897565	1	68167149	68299150
haploins_v3	NMNAT2	0.331927563	1	183217372	183387737
haploins_v3	STUB1	0.331947437	16	730224	732870
haploins_v3	ACTR1B	0.331988418	2	98272431	98280570
haploins_v3	TMEM131	0.332027136	2	98372799	98612388
haploins_v3	FOSL2	0.332166248	2	28615315	28640179
haploins_v3	CSTF2	0.33220569	X	100075384	100095921
haploins_v3	PPL	0.332520012	16	4932508	5010742
haploins_v3	ARID4B	0.332554915	1	235294949	235491534
haploins_v3	AKR1A1	0.332606775	1	46016215	46035721
haploins_v3	CXCL8	0.332609091	4	74606223	74609433
haploins_v3	CHM	0.332696206	X	85116185	85302566
haploins_v3	POLR3K	0.332816409	16	96407	103628
haploins_v3	TRMT1L	0.332826689	1	185087220	185126204
haploins_v3	DOPEY1	0.332880596	6	83777385	83881069
haploins_v3	ARID4A	0.332925405	14	58765103	58840605
haploins_v3	STAM	0.33294833	10	17686124	17757913
haploins_v3	SNRNP40	0.333005796	1	31732417	31769662
haploins_v3	GIT2	0.333030786	12	110367607	110434194
haploins_v3	GOLPH3L	0.333080538	1	150618701	150669630
haploins_v3	CSGALNACT2	0.333136707	10	43633934	43680756
haploins_v3	ZBTB37	0.33321097	1	173837220	173872687
haploins_v3	SV2A	0.333295442	1	149874870	149889434
haploins_v3	UXT	0.333319662	X	47511197	47518560
haploins_v3	TMEM150C	0.333344183	4	83404323	83483510
haploins_v3	LRRC8A	0.333347421	9	131644391	131680318
haploins_v3	HIST1H2AB	0.333377369	6	26033319	26033796
haploins_v3	ARHGEF7	0.333638476	13	111766906	111958084
haploins_v3	S1PR1	0.333648989	1	101702444	101707074
haploins_v3	XPA	0.333651797	9	100437191	100459639
haploins_v3	EVX1	0.333858099	7	27282164	27290112
haploins_v3	STAM2	0.333859317	2	152973315	153032506
haploins_v3	LECT1	0.333891639	13	53277399	53313947
haploins_v3	TEX2	0.334129955	17	62224587	62340661
haploins_v3	BBS4	0.334154614	15	72978527	73030817
haploins_v3	HAUS1	0.334198485	18	43684298	43708299
haploins_v3	COPS7A	0.334215676	12	6832907	6841041
haploins_v3	RTP1	0.334329069	3	186915274	186919253
haploins_v3	TMEM163	0.334528018	2	135213330	135476570
haploins_v3	RPL12	0.334599743	9	130209953	130213684
haploins_v3	PLEKHD1	0.334927902	14	69951409	69995215
haploins_v3	TIPRL	0.335016554	1	168148171	168169950
haploins_v3	TAOK3	0.335263402	12	118587606	118810750
haploins_v3	KIF18A	0.33526881	11	28042167	28129855
haploins_v3	SF3B4	0.335310071	1	149895209	149900236
haploins_v3	SLC25A13	0.335449834	7	95749532	95951459
haploins_v3	POLR3H	0.335521518	22	41921808	41940610
haploins_v3	GALNT16	0.335619158	14	69725994	69821183
haploins_v3	PCM1	0.335813114	8	17780349	17885478
haploins_v3	RPRM	0.336006414	2	154333852	154335322
haploins_v3	USP54	0.336114668	10	75257296	75385711
haploins_v3	HNRNPAB	0.33616612	5	177631508	177638164
haploins_v3	STXBP5	0.336266613	6	147525561	147706866
haploins_v3	ACMSD	0.33638393	2	135596117	135659604
haploins_v3	KIAA1324	0.336413971	1	109656301	109749401
haploins_v3	FLII	0.336437499	17	18148150	18162230
haploins_v3	LGALSL	0.336736137	2	64681103	64688515
haploins_v3	KLHL20	0.336779287	1	173684080	173755840
haploins_v3	SYN3	0.336782682	22	32908539	33454358
haploins_v3	AP1B1	0.336808042	22	29723669	29819168
haploins_v3	AGTR2	0.336815662	X	115301975	115306225
haploins_v3	RAPGEFL1	0.337081123	17	38333263	38351908
haploins_v3	NAA20	0.337319366	20	19997760	20014299
haploins_v3	RECQL	0.337413865	12	21621845	21654603
haploins_v3	RNF214	0.337496189	11	117103341	117157161
haploins_v3	CACUL1	0.337540568	10	120433679	120514761
haploins_v3	LONP1	0.337568028	19	5691845	5720583
haploins_v3	SCRN3	0.337610398	2	175260458	175294303
haploins_v3	ALG3	0.337737393	3	183960089	183967336
haploins_v3	MRAS	0.337750107	3	138066539	138124375
haploins_v3	TUBB2B	0.337978873	6	3224495	3231964
haploins_v3	STEAP2	0.338008653	7	89796904	89867451
haploins_v3	HCN1	0.338031044	5	45259349	45696253
haploins_v3	TNFAIP6	0.338115785	2	152214106	152236560
haploins_v3	ATP8A2	0.338221309	13	25946209	26599989
haploins_v3	ESRP2	0.338326787	16	68263014	68272005
haploins_v3	CLCN2	0.338481257	3	184063973	184079439
haploins_v3	ZBTB8OS	0.338556242	1	33065773	33116504
haploins_v3	C10orf32	0.338600629	10	104613980	104624718
haploins_v3	SNTA1	0.338628203	20	31995761	32031698
haploins_v3	UTP15	0.33863286	5	72861268	72877794
haploins_v3	SLC12A2	0.338805672	5	127419458	127525380
haploins_v3	TMEM41B	0.338883449	11	9302201	9336327
haploins_v3	DPP8	0.33895907	15	65734801	65810042
haploins_v3	STX4	0.339013967	16	31044210	31054296
haploins_v3	LIX1	0.339015322	5	96427574	96478576
haploins_v3	ITPA	0.339029435	20	3189514	3204516
haploins_v3	TBC1D8B	0.339156749	X	106045910	106119375
haploins_v3	MRPL17	0.339173948	11	6702013	6704632
haploins_v3	PPCS	0.339540911	1	42921788	42939056
haploins_v3	WBP11	0.339694403	12	14939410	14956474
haploins_v3	NOTCH3	0.339721843	19	15270444	15311792
haploins_v3	NELFCD	0.339822521	20	57556263	57570188
haploins_v3	S100A1	0.339903402	1	153600402	153604513
haploins_v3	RPL27	0.340100467	17	41150290	41154976
haploins_v3	KIAA1524	0.340152341	3	108268716	108308491
haploins_v3	CPSF2	0.34038476	14	92588281	92630755
haploins_v3	PDS5B	0.340428023	13	33160564	33352157
haploins_v3	MAP3K12	0.340515845	12	53874274	53893847
haploins_v3	IPO11	0.34056872	5	61699799	61924409
haploins_v3	AHNAK	0.340600581	11	62201016	62323707
haploins_v3	CLK2	0.340818103	1	155232659	155248282
haploins_v3	LGALS1	0.34089294	22	38071615	38075813
haploins_v3	LHFPL1	0.340921365	X	111873876	111923375
haploins_v3	ZYG11B	0.340943905	1	53192126	53293014
haploins_v3	CEP83	0.340987399	12	94700225	94853764
haploins_v3	METTL14	0.34103793	4	119606523	119636588
haploins_v3	PEG10	0.341074251	7	94285637	94299007
haploins_v3	INTS3	0.341096496	1	153700543	153746555
haploins_v3	ABCB7	0.341130772	X	74273115	74376567
haploins_v3	JMJD6	0.341155468	17	74708919	74722866
haploins_v3	TOMM22	0.341303992	22	39077953	39080818
haploins_v3	DCTN5	0.341327761	16	23652713	23681195
haploins_v3	ANGPTL2	0.341353132	9	129849611	129885162
haploins_v3	AARS	0.341353977	16	70286198	70323446
haploins_v3	NTRK1	0.341411283	1	156785432	156851642
haploins_v3	C17orf49	0.341426499	17	6917814	6920844
haploins_v3	CPNE3	0.341445337	8	87497059	87573726
haploins_v3	CHRDL1	0.341792402	X	109917084	110039286
haploins_v3	C7orf73	0.341868773	7	135347244	135378166
haploins_v3	TMEM55A	0.341917781	8	92006024	92053292
haploins_v3	ATP2A1	0.341919213	16	28889726	28915830
haploins_v3	CACNB1	0.341929478	17	37329709	37353956
haploins_v3	MAP1LC3B	0.341984266	16	87417601	87438385
haploins_v3	WDPCP	0.342066324	2	63348518	64054977
haploins_v3	FRYL	0.342095381	4	48499378	48782339
haploins_v3	DUSP10	0.34209988	1	221874766	221915518
haploins_v3	SOX4	0.342126623	6	21593972	21598847
haploins_v3	CMAS	0.342240152	12	22199108	22218608
haploins_v3	ITGBL1	0.342348811	13	102104966	102375456
haploins_v3	CAB39L	0.342406603	13	49882786	50018262
haploins_v3	HMGN3	0.342435954	6	79910962	79944406
haploins_v3	ITGA7	0.342695073	12	56078352	56109827
haploins_v3	ZNF410	0.342720036	14	74353320	74399214
haploins_v3	ADCY4	0.342968344	14	24787555	24804299
haploins_v3	SAP30BP	0.343005078	17	73663196	73704142
haploins_v3	NT5C	0.343043258	17	73126320	73127890
haploins_v3	FBXO30	0.343047287	6	146114638	146135889
haploins_v3	SMIM14	0.343223172	4	39547950	39640710
haploins_v3	DLK1	0.343333567	14	101192042	101201539
haploins_v3	ADAL	0.343367733	15	43622872	43646096
haploins_v3	GRHL1	0.34343602	2	10085341	10142411
haploins_v3	VPS8	0.343519116	3	184529931	184770402
haploins_v3	TFDP1	0.343523802	13	114239013	114295785
haploins_v3	CD2AP	0.343657419	6	47445525	47594999
haploins_v3	CLSPN	0.34368966	1	36185819	36235568
haploins_v3	ABL2	0.343693287	1	179068462	179198819
haploins_v3	FAM192A	0.343968391	16	57186378	57220028
haploins_v3	USP48	0.344028204	1	22004791	22110099
haploins_v3	PCGF1	0.344111089	2	74732170	74735707
haploins_v3	PTGS1	0.344290863	9	125132824	125157982
haploins_v3	BARHL1	0.344501185	9	135457572	135465653
haploins_v3	MCMDC2	0.344514449	8	67782984	67834283
haploins_v3	RASD1	0.344607006	17	17397751	17399709
haploins_v3	GNA14	0.344617532	9	80037995	80263223
haploins_v3	IP6K2	0.344637557	3	48725436	48777786
haploins_v3	TMED7	0.344773485	5	114949205	114968689
haploins_v3	CDKN1C	0.344780889	11	2904443	2907111
haploins_v3	TRMT13	0.344898626	1	100598706	100616053
haploins_v3	SRGAP1	0.344907748	12	64238073	64541613
haploins_v3	SFRP5	0.344965163	10	99526508	99531709
haploins_v3	SSR2	0.345037995	1	155978839	155990750
haploins_v3	NME5	0.345038081	5	137450866	137475132
haploins_v3	MED10	0.345131291	5	6371994	6378707
haploins_v3	GNA13	0.345168752	17	63006833	63052957
haploins_v3	TRABD2B	0.345220986	1	48226200	48462567
haploins_v3	CENPK	0.345319147	5	64813593	64858998
haploins_v3	PON1	0.345425216	7	94926988	95025673
haploins_v3	CHRM4	0.345466466	11	46406640	46408107
haploins_v3	AICDA	0.345530644	12	8754762	8765467
haploins_v3	FGF6	0.345620711	12	4537321	4554780
haploins_v3	NEFH	0.345641231	22	29876219	29887379
haploins_v3	RMI1	0.3456592	9	86595626	86618985
haploins_v3	SCARB2	0.345851225	4	77079890	77135046
haploins_v3	UFL1	0.345880686	6	96969471	97003152
haploins_v3	SLC9A7	0.345909347	X	46464753	46618490
haploins_v3	KRT18	0.345970522	12	53342655	53346685
haploins_v3	NHLH2	0.346063039	1	116378998	116386538
haploins_v3	MED15	0.346152585	22	20850200	20941919
haploins_v3	ZNF639	0.346212584	3	179040779	179053323
haploins_v3	NUP153	0.346309412	6	17615269	17706656
haploins_v3	WDTC1	0.346329533	1	27561007	27635110
haploins_v3	LSS	0.346361251	21	47608055	47648738
haploins_v3	HELZ	0.346525228	17	65066554	65242105
haploins_v3	ITGB4	0.346553835	17	73717408	73753899
haploins_v3	CHRM1	0.346651548	11	62676151	62689279
haploins_v3	PGF	0.34680462	14	75408537	75422487
haploins_v3	MYO1B	0.346998521	2	192109911	192290115
haploins_v3	SOX7	0.347029658	8	10581278	10697357
haploins_v3	PCDHAC2	0.34714051	5	140345820	140391936
haploins_v3	NKAIN3	0.347255626	8	63161150	63912211
haploins_v3	CDK15	0.347261574	2	202655184	202760273
haploins_v3	SYTL2	0.347325165	11	85405267	85522184
haploins_v3	KLF3	0.347330436	4	38665817	38702663
haploins_v3	NRD1	0.347431111	1	52254863	52344477
haploins_v3	PPHLN1	0.347482607	12	42632249	42853517
haploins_v3	ELOVL1	0.347552785	1	43829068	43833696
haploins_v3	FIBP	0.347679898	11	65651212	65656010
haploins_v3	IP6K1	0.347719077	3	49761727	49823975
haploins_v3	REEP3	0.347788312	10	65281123	65384883
haploins_v3	SH3BGRL2	0.347789913	6	80341000	80413372
haploins_v3	PI4K2A	0.347953253	10	99344131	99436191
haploins_v3	DNAJC9	0.347954908	10	74943120	75008620
haploins_v3	NALCN	0.347978154	13	101706130	102068843
haploins_v3	PVRL3	0.348101522	3	110788918	110994410
haploins_v3	PID1	0.348334704	2	229715242	230136001
haploins_v3	RIOK2	0.34846143	5	96496571	96518964
haploins_v3	FKBP14	0.34857325	7	30050203	30066300
haploins_v3	TMX1	0.348669198	14	51706880	51722759
haploins_v3	LPAR3	0.348688227	1	85277285	85358896
haploins_v3	PRKAA2	0.348711913	1	57110995	57181008
haploins_v3	MMS22L	0.348790616	6	97590037	97731093
haploins_v3	TMEM216	0.348803049	11	61159159	61166335
haploins_v3	OSGEP	0.348817583	14	20914570	20923264
haploins_v3	ATRN	0.348885303	20	3451687	3631769
haploins_v3	PRKCZ	0.349066958	1	1981909	2116834
haploins_v3	BUB1	0.349133452	2	111395275	111435691
haploins_v3	DVL3	0.349159014	3	183873176	183891398
haploins_v3	DHX36	0.3492142	3	153990335	154042286
haploins_v3	SARM1	0.349245398	17	26691378	26728065
haploins_v3	EFTUD2	0.349277353	17	42927311	42977030
haploins_v3	TRIM63	0.349286306	1	26377795	26394927
haploins_v3	ITSN1	0.349350199	21	35014706	35272165
haploins_v3	FIG4	0.349485357	6	110012499	110146631
haploins_v3	PSMB6	0.349541705	17	4699439	4701790
haploins_v3	LRCH2	0.349596138	X	114345185	114468635
haploins_v3	ADIPOR2	0.349639817	12	1797740	1897844
haploins_v3	CCIN	0.349653744	9	36169389	36171329
haploins_v3	AMOT	0.349674275	X	112017731	112084043
haploins_v3	DENND4C	0.349712982	9	19230433	19374139
haploins_v3	UBE2G2	0.349773974	21	46188955	46221934
haploins_v3	DUSP1	0.349885301	5	172195093	172198198
haploins_v3	CCNB1IP1	0.349909331	14	20779527	20801471
haploins_v3	TPP2	0.34992105	13	103249353	103331521
haploins_v3	ZDHHC6	0.349922498	10	114190058	114206672
haploins_v3	ANK2	0.34993042	4	113739265	114304896
haploins_v3	MEOX1	0.35015202	17	41717756	41739322
haploins_v3	EPHX2	0.350156856	8	27348296	27403081
haploins_v3	RBM47	0.350225343	4	40425272	40632892
haploins_v3	LMBR1	0.350332245	7	156461646	156685924
haploins_v3	KLHDC10	0.350355659	7	129710350	129775560
haploins_v3	NOP10	0.350423418	15	34633917	34635378
haploins_v3	RAG1	0.350447534	11	36532259	36614706
haploins_v3	MOB1A	0.35049012	2	74379655	74406025
haploins_v3	RRAGD	0.35050589	6	90074355	90121989
haploins_v3	FAM199X	0.35055487	X	103411301	103440583
haploins_v3	VTA1	0.350801033	6	142468367	142545826
haploins_v3	PUF60	0.350810958	8	144898514	144912029
haploins_v3	CCRN4L	0.350894093	4	139936943	139966906
haploins_v3	RSPRY1	0.351006174	16	57220049	57274387
haploins_v3	EDEM2	0.351037677	20	33703167	33865928
haploins_v3	QDPR	0.351040416	4	17461884	17513857
haploins_v3	MRPL11	0.3512481	11	66202546	66234209
haploins_v3	C14orf119	0.351390821	14	23563974	23569665
haploins_v3	LCAT	0.351438281	16	67973653	67978034
haploins_v3	KIAA1109	0.35144155	4	123073488	123283913
haploins_v3	WDR77	0.35150384	1	111982512	111991998
haploins_v3	USP2	0.351544326	11	119225925	119252436
haploins_v3	IKZF5	0.351597738	10	124750322	124768333
haploins_v3	NUDT12	0.351629119	5	102884556	102898494
haploins_v3	GRHL2	0.351690809	8	102504660	102681954
haploins_v3	INPPL1	0.351693164	11	71934745	71950149
haploins_v3	DEPDC1	0.351716485	1	68939835	68962904
haploins_v3	ANP32B	0.351800118	9	100745643	100778225
haploins_v3	RPA2	0.351937806	1	28218035	28241257
haploins_v3	RPS19	0.351946318	19	42363988	42376994
haploins_v3	MTMR2	0.352025802	11	95566046	95658479
haploins_v3	ASH1L	0.352129967	1	155305059	155532598
haploins_v3	ALG9	0.352156163	11	111652919	111742305
haploins_v3	MIF	0.352183586	22	24236191	24237414
haploins_v3	NSMCE2	0.352191768	8	126103921	126379362
haploins_v3	SLC35G2	0.352254706	3	136537489	136574734
haploins_v3	IFRD1	0.352455736	7	112063023	112121072
haploins_v3	DNAJC3	0.352468828	13	96329393	96447243
haploins_v3	DLGAP3	0.352706699	1	35331037	35395186
haploins_v3	ELMO2	0.35275593	20	44994688	45061704
haploins_v3	HECTD4	0.352780955	12	112597992	112819896
haploins_v3	B4GALT6	0.352825041	18	29202210	29265799
haploins_v3	COL9A1	0.352830918	6	70924764	71012786
haploins_v3	UBN2	0.352838195	7	138915102	138992982
haploins_v3	WDR92	0.353115847	2	68350068	68384692
haploins_v3	UBR2	0.353289156	6	42531800	42661242
haploins_v3	NKIRAS2	0.353337485	17	40163400	40177659
haploins_v3	ENC1	0.353343531	5	73923234	73937249
haploins_v3	DDR2	0.353350559	1	162601163	162757190
haploins_v3	PC	0.353397384	11	66615704	66725847
haploins_v3	FAM49A	0.353553053	2	16730727	16847599
haploins_v3	C3orf58	0.353946674	3	143690640	143767561
haploins_v3	ZNF330	0.354089234	4	142142041	142155851
haploins_v3	POU3F3	0.354189217	2	105471969	105476929
haploins_v3	RAPGEF1	0.35423628	9	134452157	134615461
